year,ARA,ASSET,ATO,GROWTH,LEV,ROA,SHARE,ST
1999,0.062600354,20.29906911,0.2171,-0.271879312,0.32898149,0.040272537,41.78,0
1999,0.037108268,20.85796074,0.4133,-0.266093199,0.408222223,0.021330363,54.12,0
1999,0.088365301,20.06405283,0.4258,-0.266057042,0.313478247,0.043459508,36.12,0
1999,0.165051319,20.46039432,0.1825,-0.264749072,0.67108401,0.054339998,74.69,0
1999,0.053724007,20.66437446,0.272,-0.235342606,0.411661663,0.015095394,74.32,1
1999,0.371602489,20.37899638,0.7534,-0.233457822,0.608752339,0.01093816,38.93,0
1999,0.173516305,20.58458293,0.2024,-0.230433779,0.477135706,0.069753678,26.85,0
1999,0.02466378,20.27188947,0.4258,-0.230398453,0.494398392,0.050166608,88.58,0
1999,0.053343604,20.48106203,0.4219,-0.22391263,0.671813591,0.013979315,41.09,0
1999,0.209102723,20.15687265,0.2527,-0.221039694,0.352674473,0.005880489,30.95,1
1999,0.102359414,19.85211953,0.3664,-0.219636489,0.379192047,0.044236129,46.36,0
1999,0.016779866,21.40389457,0.9026,-0.21192128,0.461200752,0.003495417,42.39,0
1999,0.071223177,20.63089799,0.921,-0.208493356,0.359947497,0.027995655,36.37,0
1999,0.107157543,19.86320064,0.2909,-0.207800083,0.641922214,0.00353383,21.98,0
1999,0.42314929,19.54621746,0.8391,-0.20494727,0.330030553,0.040828347,60.1,0
1999,0.063926338,19.34915034,0.4894,-0.204386568,0.317522061,0.162636061,25.81,0
1999,0.317701076,20.88331712,0.2926,-0.203185508,0.211795677,0.049852119,24.37,0
1999,0.093858512,21.05958923,0.5911,-0.202212385,0.531182187,0.03505497,29.93,0
1999,0.010406968,20.51344152,0.8873,-0.201960096,0.458154954,0.050561019,9.92,0
1999,0.04186054,20.99710001,0.9196,-0.200206501,0.466808271,0.02942563,56.38,1
1999,0.014397892,20.25300222,1.2848,-0.199926616,0.449588956,0.042072868,37,0
1999,0.047715034,20.49381827,0.293,-0.193575072,0.544763696,0.034628546,64.04,0
1999,0.045406545,19.79159521,0.5339,-0.193093356,0.544705069,0.038421356,41.63,0
1999,0.129304087,19.50102367,0.3268,-0.19238946,0.690486133,0.01989134,29.81,0
1999,0.252331847,20.21276784,0.1582,-0.192252132,0.094297179,0.003569154,33.2,0
1999,0.081343632,20.76043839,0.4767,-0.187324071,0.463203351,0.039023326,50.3,0
1999,0.056596909,20.52717893,0.3404,-0.185385093,0.281600067,0.040318227,52.24,0
1999,0.087325953,20.29810859,0.445,-0.183265259,0.616024494,0.037459796,54.73,0
1999,0.133254004,20.34364548,0.1979,-0.182500748,0.387008063,0.017987986,42.38,0
1999,0.128192989,20.1117254,0.7312,-0.181091023,0.324366066,0.00721005,35.35,1
1999,0.168202249,20.63715389,0.2346,-0.17920336,0.76602737,0.019777179,51.12,0
1999,0.014428423,21.42680492,0.4889,-0.175442046,0.40502161,0.014754013,70.18,1
1999,0.046790192,21.58133241,0.2782,-0.173070145,0.156876244,0.05285656,22.75,0
1999,0.090010094,20.04153419,0.5386,-0.171193059,0.638485099,0.085453724,38.1,0
1999,0.176664857,21.93097134,0.1281,-0.168426634,0.710622175,0.006985149,54.42,0
1999,0.323761037,19.21168445,0.1957,-0.168261169,0.274857003,0.060344929,27.71,0
1999,0.005363736,21.39844917,0.1166,-0.167998707,0.269635601,0.044355449,78.63,0
1999,0.243836063,20.39826431,0.4395,-0.165908169,0.542076967,0.002721931,31.01,0
1999,0.089564578,19.07483656,0.4461,-0.159842514,0.535024634,0.030323695,55,0
1999,0.142151341,20.46300092,0.2676,-0.158746527,0.021103714,0.030703617,45.67,0
1999,0.007367613,19.51487986,0.334,-0.157529294,0.260396061,0.046039196,70.83,0
1999,0.028403075,20.62595582,1.622,-0.156252196,0.580778894,0.034864424,75,0
1999,0.303095306,20.71623724,0.2224,-0.155576951,0.671682941,0.039903178,35.97,1
1999,0.011910615,21.07268814,0.5542,-0.155554019,0.647931343,0.004785709,74.44,1
1999,0.04726274,22.0786054,0.3077,-0.151049965,0.130154229,0.027439203,75,0
1999,0.334599029,19.41434083,0.2361,-0.145406942,0.480428688,0.005287963,43.25,0
1999,0.036263096,21.77895159,0.4968,-0.14292614,0.761334088,0.0188752,54.2,0
1999,0.318560393,20.6589922,0.563,-0.141554776,0.144957115,0.101878681,28,1
1999,0.124017966,19.5939455,0.5472,-0.139695441,0.324440228,0.040362892,40.21,0
1999,0.236340641,21.7518517,0.4976,-0.138413678,0.438434834,0.001422842,49.52,0
1999,0.115671757,21.61111447,0.2165,-0.136766352,0.537122226,0.05258932,14.03,1
1999,0.113530422,19.71918019,0.2543,-0.135175275,0.601645344,0.006728227,42.52,0
1999,0.025703019,19.77147462,0.8065,-0.133821761,0.354117229,0.042146083,53.66,0
1999,0.089753076,20.74965936,0.6195,-0.132537146,0.136397692,0.07518768,75,0
1999,0.104152607,23.52704304,0.6116,-0.129927972,0.216976156,0.031824201,53.62,0
1999,0.288041833,20.48347161,0.2999,-0.129831933,0.787430697,0.001361528,49.24,0
1999,0.008272293,20.00063515,0.2132,-0.129069265,0.102203112,0.092149024,63.65,0
1999,0.040259232,20.50755494,0.4393,-0.126225014,0.359254372,0.062183643,39.4,1
1999,0.017037523,22.34394118,1.4756,-0.117500951,0.611925466,0.040293476,72.07,0
1999,0.123043739,20.45729439,0.5805,-0.116098926,0.167548618,0.060924532,32.07,0
1999,0.100062914,21.47826635,0.2874,-0.11475296,0.557402355,0.009075036,19.29,0
1999,0.047421534,20.13007309,0.4553,-0.114208209,0.254374961,0.063986928,48.11,0
1999,0.107687852,20.30129383,0.4374,-0.112496568,0.084914786,0.095915067,75,0
1999,0.020377887,21.60544832,0.2219,-0.112409622,0.584655316,0.061744024,52.6,0
1999,0.099476111,20.70732646,0.1501,-0.11229664,0.309121932,0.069610632,67.91,0
1999,0.005470357,20.94760074,0.8154,-0.11228021,0.247970237,0.130632986,57.9,0
1999,0.043329061,20.77664968,0.097,-0.111396544,0.750151242,0.001235251,38.56,1
1999,0.171294511,19.94442977,0.3326,-0.10939962,0.51792817,0.057350074,22.77,0
1999,0.111456946,21.20934632,0.2849,-0.109001631,0.599589369,0.008065329,52.92,0
1999,0.237726479,20.25669458,0.2276,-0.105715923,0.200704593,0.055050523,70.53,0
1999,0.153912049,21.92412595,0.4374,-0.100884006,0.529107267,0.008295085,57.76,0
1999,0.058575018,20.46282314,0.9671,-0.09922634,0.478502682,0.033398697,35,0
1999,0.044627154,20.75967512,0.5284,-0.098211761,0.616580431,0.010158691,66.56,0
1999,0.096726522,21.55704602,0.4235,-0.097578857,0.504144821,0.049375206,71.43,0
1999,0.052749409,20.46966755,0.1505,-0.094629129,0.523988364,0.020295833,11.34,0
1999,0.069472031,20.17625455,0.2255,-0.094359947,0.14922025,0.015395114,74.05,0
1999,0.012201236,20.53319198,0.2733,-0.094047407,0.367797067,0.067884066,75,0
1999,0.013446288,21.32337139,0.1017,-0.093930015,0.15504815,8.17E-05,40.48,0
1999,0.073683352,20.83707789,0.4051,-0.09355453,0.105550969,0.059334538,36.14,0
1999,0.186453211,20.00212685,0.2155,-0.092522177,0.307396662,0.013251696,54.34,0
1999,0.252452922,20.82379157,0.5498,-0.09203789,0.440887953,0.004059238,24.6,0
1999,0.010273337,20.68904763,0.3766,-0.091535836,0.444801428,0.060699999,75,0
1999,0.07103709,21.73848504,0.9212,-0.091242316,0.508603216,0.005576466,27.1,1
1999,0.322244984,21.56050488,0.5209,-0.090571102,0.247288326,0.050994295,41.7,0
1999,0.130497521,19.56587075,0.7225,-0.089923216,0.352084369,0.070713327,51.9,0
1999,0.012295918,19.72998696,0.3877,-0.089419022,0.3612588,0.059347856,36.36,0
1999,0.037556745,20.63861747,0.0691,-0.089011834,0.403142472,0.036816996,40.14,0
1999,0.016956018,21.10154588,0.2787,-0.087345491,0.387514229,0.081983622,37.44,0
1999,0.116286872,20.67628408,0.4824,-0.082534762,0.338559785,0.112063997,70,0
1999,0.111562596,21.00700641,1.3809,-0.082004681,0.431847425,0.024690242,33.17,0
1999,0.003763949,22.71864878,0.3319,-0.081575401,0.48321519,0.07204192,84.99,0
1999,0.024155398,20.85895614,0.6345,-0.078110444,0.381328572,0.002186191,63.47,0
1999,0.077056172,22.1755503,0.2247,-0.077566215,0.377911701,0.046346489,48.03,0
1999,0.381946478,19.28003148,0.3875,-0.077384264,0.582730258,0.079639498,28.37,1
1999,0.081145051,21.56917968,0.3249,-0.077102601,0.499525286,0.002666034,48.89,0
1999,0.188479865,21.42348994,0.0768,-0.076113822,0.288404164,0.004592169,19.3,0
1999,0.132956639,20.28916619,0.3439,-0.073948538,0.256653237,0.05976942,40.98,0
1999,0.197880076,20.22077829,0.3674,-0.073063712,0.44776747,0.000828561,47.28,0
1999,0.063735293,20.779971,0.3539,-0.072415325,0.24888778,0.046674944,51.51,0
1999,0.040508785,21.60063641,0.5752,-0.071832379,0.671257802,0.030858488,62.12,0
1999,0.097357264,19.9080417,0.3459,-0.070750415,0.494363905,0.042140544,27.3,0
1999,0.095389455,20.75437068,0.4995,-0.070223532,0.462454186,0.011760966,42.22,0
1999,0.292107148,20.94837503,0.1756,-0.069487793,0.333489848,0.003370493,16.01,1
1999,0.051196459,21.22652284,1.4155,-0.06895743,0.560827988,0.034514678,35.9,0
1999,0.028468134,21.12357897,0.4031,-0.064061331,0.50465324,0.046117648,36.01,0
1999,0.045965952,19.53886389,1.514,-0.063422554,0.42391384,0.058627729,44.86,0
1999,0.054267671,22.78110052,0.5198,-0.0608579,0.197297635,0.099739579,64.23,0
1999,0.006832478,20.92997687,0.1961,-0.060152468,0.150128841,0.138371845,75,0
1999,0.153955417,20.75536995,0.2948,-0.057727118,0.270882551,0.043770264,51.74,0
1999,0.058193942,21.01551544,0.3424,-0.056248124,0.300421977,0.149439952,75,0
1999,0.083109089,20.38952741,0.3821,-0.054129628,0.415549362,0.068717666,20.91,0
1999,0.034319587,21.19456581,0.1817,-0.054087839,0.431947456,0.00424811,46.31,0
1999,0.08314208,20.93298591,0.2549,-0.053210518,0.643348642,0.024503886,19.03,0
1999,0.037135273,21.43869404,0.2133,-0.052488543,0.552778677,0.010821757,63.97,0
1999,0.065149916,21.84962156,0.1744,-0.050986899,0.461437541,0.060589764,54.35,0
1999,0.116960156,19.03313853,0.2158,-0.050589491,0.102368817,0.057308222,66,0
1999,0.049786988,21.0882718,0.1958,-0.050402903,0.333961522,0.092960695,30.61,0
1999,0.165126905,21.81519961,0.5576,-0.049924635,0.553359948,0.010464232,29.75,0
1999,3.62E-05,21.68110529,0.3334,-0.049152807,0.189122389,0.063218937,81.82,0
1999,0.025944375,19.86174192,0.6034,-0.047257823,0.335127584,0.059703949,60,0
1999,0.058155112,21.7090491,0.24,-0.046481071,0.135647276,0.068052619,60.54,0
1999,0.038450124,20.54087339,0.6417,-0.045816469,0.49343396,0.049461537,22.35,0
1999,0.013178824,21.065975,0.3563,-0.045587832,0.15218861,0.087655043,58.88,0
1999,0.066192686,20.78894855,0.7122,-0.045112348,0.521786251,0.011991615,25.65,0
1999,0.071237339,19.92373487,0.2089,-0.044046943,0.393288533,0.052479687,44.37,0
1999,0.108428631,19.66132761,0.2332,-0.043999436,0.314505643,0.0450155,38.84,0
1999,0.059094081,20.91704012,0.4444,-0.043142189,0.416910874,0.047646294,54.55,0
1999,0.007947608,20.55765502,0.3423,-0.039674366,0.124301044,0.083320945,40.32,0
1999,0.077355625,20.91251109,0.6009,-0.038287872,0.407135293,0.029669021,51.92,0
1999,0.08188164,21.28350202,0.4331,-0.037734604,0.445977643,0.053989234,18.06,0
1999,0.035004943,20.36750541,0.7287,-0.036442702,0.285264923,0.079239324,66.67,0
1999,0.1284149,19.54926541,0.6604,-0.036394211,0.266549648,0.060515901,71.08,0
1999,0.023799563,20.76392133,0.5636,-0.033631042,0.679328984,0.020444441,18.02,0
1999,0.083126098,22.81790081,0.8061,-0.033222146,0.516349113,0.039119462,66.75,0
1999,0.038637032,21.45447113,0.6432,-0.032391065,0.493353718,0.050404468,72.5,0
1999,0.260753652,21.65777403,0.5211,-0.030691355,0.448367048,0.026884406,33.08,0
1999,0.009898347,21.41938916,0.2482,-0.02991863,0.429874715,0.058896496,67.94,0
1999,0.019667414,19.43165909,0.2429,-0.029219179,0.354814489,0.084171839,35.9,0
1999,0.009078891,21.08346357,1.1407,-0.029130239,0.337867104,0.051940844,50.36,0
1999,0.032249344,20.26416378,0.5896,-0.028019597,0.199860246,0.064051411,59.27,0
1999,0.254727619,21.05459856,0.4037,-0.026677772,0.380072143,0.073336878,62.96,0
1999,0.214426195,21.90452072,0.3416,-0.02426087,0.554582812,0.047644126,29.8,1
1999,0.05741764,21.04843704,0.6868,-0.023845512,0.356385819,0.04595191,50.89,0
1999,0.015405667,22.19586646,0.9152,-0.023688091,0.419724958,0.086337913,82.09,0
1999,0.193103398,20.08450674,0.3815,-0.020730352,0.289348362,0.073288929,34.8,0
1999,0.13839535,19.97123463,0.2846,-0.020688256,0.383218285,0.040156098,29.76,0
1999,0.078509285,20.42279142,0.918,-0.019580464,0.222682229,0.067467919,61.59,0
1999,0.101933741,20.19453261,0.6613,-0.019144263,0.520746747,0.029592848,24.62,0
1999,0.036347448,19.73712126,0.5727,-0.017333558,0.379647405,0.109033605,54.1,0
1999,0.012916496,21.66259586,1.4487,-0.012864718,0.574312149,0.037063203,36.33,0
1999,0.157176434,20.1657892,1.0144,-0.012099666,0.220862729,0.236133168,63.2,0
1999,0.04736538,21.27308028,0.1932,-0.009935558,0.330997769,0.072193949,21.61,0
1999,0.007021682,20.65562051,0.2839,-0.009331609,0.539452701,0.0478573,64.21,0
1999,0.240669027,21.54465411,0.2857,-0.008438272,0.513503759,0.057971008,27.55,0
1999,0.011717914,21.19494195,0.7713,-0.008417666,0.334685253,0.081733504,74.8,0
1999,0.018127633,21.86926271,0.7494,-0.004014556,0.492809003,0.012067099,51.44,0
1999,0.036441714,21.89308882,0.7848,-0.002844169,0.43262856,0.083286852,63.41,0
1999,0.048127015,19.91048001,0.1678,-0.002795923,0.235706646,0.056928202,36.87,0
1999,0.027878281,20.85930189,0.4073,-0.002498471,0.441824477,0.06109364,45.52,0
1999,0.046180616,19.8495552,0.3742,-0.000958662,0.208158949,0.101488597,66.79,0
1999,0.150118927,21.11195958,0.3052,-0.000516293,0.345247391,0.01205288,35.84,0
1999,0.084989058,20.59054646,0.2719,0.002045243,0.378534487,0.056836364,44.61,0
1999,0.12246476,20.66688376,0.3106,0.002363712,0.157524568,0.068159861,38.74,0
1999,0.24193859,21.12698845,0.1467,0.003720496,0.061964996,0.045150684,49.02,0
1999,0.053252254,20.87596984,0.3947,0.004100873,0.11553438,0.041930637,62.5,0
1999,0.132513306,21.64709493,0.4934,0.005413414,0.493674003,0.066920811,66.67,0
1999,0.06599332,20.29829599,1.4241,0.005605935,0.518540655,0.061048373,51.79,0
1999,0.085214631,20.79495936,0.2582,0.005811309,0.395460607,0.039183639,40.16,0
1999,0.083900059,20.77065549,0.1322,0.006254535,0.515423363,0.045455393,7.38,0
1999,0.190671126,20.49779759,0.673,0.006816004,0.512975007,0.014965396,39.37,0
1999,0.091722579,19.73416129,0.7422,0.008949916,0.187608937,0.029354717,32.54,0
1999,0.043648463,21.49053549,0.4776,0.009302172,0.629290391,0.005515521,57.73,0
1999,0.055646667,21.47663209,0.2151,0.009520607,0.640006245,0.039598648,74.83,0
1999,0.053186959,20.70704356,0.4029,0.009904794,0.502798754,0.004568623,46.01,1
1999,0.037412441,20.52907439,0.6741,0.010476451,0.423300502,0.047105656,59.31,0
1999,0.03823168,20.99857316,0.6933,0.0106956,0.545700456,0.046769738,75,0
1999,0.014128576,19.28390697,1.0832,0.01259536,0.272136227,0.092228,22.88,0
1999,0.096391612,20.53025052,0.2334,0.013813425,0.469051687,0.02856258,33.2,0
1999,0.014217953,20.86946176,0.3403,0.014010223,0.372016618,0.071361796,60.24,0
1999,0.017495275,19.29968623,0.1086,0.014449736,0.022744733,0.062446033,25.83,0
1999,0.017948802,19.95961017,0.3635,0.016190852,0.311873751,0.085660001,70.59,0
1999,0.098861017,20.4251977,0.2931,0.016201728,0.2294465,0.225267918,42.47,0
1999,0.032417368,20.90544032,0.2403,0.016210797,0.335455047,0.040586817,29,0
1999,0.115578936,21.00743718,1.1879,0.016395381,0.41954464,0.056934542,66.07,0
1999,0.005452287,21.56643314,0.838,0.017269211,0.312593424,0.114014292,51.06,0
1999,0.019160832,20.81436808,0.1043,0.018051841,0.257191615,0.088453123,70.97,0
1999,0.023276151,21.44337223,0.264,0.019275407,0.283715673,0.053761276,26.05,0
1999,0.078795264,20.10513446,0.1673,0.019770349,0.160903022,0.038194875,43.33,0
1999,0.066238705,20.34355545,0.4043,0.020070157,0.288343671,0.043891351,50.34,0
1999,0.088720095,19.69572078,0.7983,0.022677559,0.354683172,0.049235488,56.42,0
1999,0.041692844,20.99102433,0.5986,0.024855381,0.395554845,0.066940828,41.8,0
1999,0.045064241,20.56420035,0.5953,0.02550225,0.462769474,0.054404627,53.47,0
1999,0.051411037,20.55369986,0.1964,0.025724036,0.218090506,0.065177862,42.7,0
1999,0.137192152,21.15728656,0.5774,0.026186891,0.320295859,0.096590042,65.96,0
1999,0.119943394,21.84025278,1.4825,0.026373939,0.721852636,0.030902117,45.37,0
1999,0.037491334,20.11868784,0.156,0.027208279,0.70842024,0.019305184,29.43,0
1999,0.014449931,20.84537053,1.1285,0.027434288,0.543632943,0.050597335,27.82,0
1999,0.101322463,20.1414468,0.1388,0.028109864,0.01843107,0.006649725,38.34,0
1999,0.303062578,20.67197955,0.6407,0.029777597,0.934810393,0.040008504,42.93,0
1999,0.01768595,21.21732327,0.5163,0.030311055,0.287988484,0.062006934,50.41,0
1999,0.007490571,22.47523621,0.7121,0.030753775,0.160647661,0.090668576,66.45,0
1999,0.125443989,20.55965924,0.2634,0.031028072,0.408138446,0.022185974,32.74,0
1999,0.162441307,21.31812551,0.5531,0.031504217,0.578100339,0.041559822,61.62,0
1999,0.150755635,20.30325735,0.2619,0.039237966,0.342804797,0.090693524,31.64,0
1999,0.075836808,22.05313555,1.0512,0.039468417,0.255607994,0.082167628,31.44,0
1999,0.017323184,21.08614244,0.3266,0.040234523,0.120511917,0.088882567,44.8,0
1999,0.092410524,21.27179715,0.3078,0.040616706,0.295933336,0.041179884,57.52,0
1999,0.152397562,19.62514646,0.3768,0.040721658,0.683616504,0.019613083,37.94,0
1999,0.019968761,20.90388693,0.7474,0.041508715,0.368415518,0.149201068,41.27,0
1999,0.019126014,21.27343737,1.1046,0.04272523,0.721252305,0.034181881,45.89,0
1999,0.003618558,21.25613852,0.3863,0.042778501,0.083613183,0.055279147,16.7,0
1999,0.150649833,20.69155435,0.88,0.042846058,0.245838896,0.070870567,44.03,0
1999,0.088231032,21.25674645,0.2927,0.04294632,0.234011691,0.089369516,64.61,0
1999,0.064911955,20.00926785,0.7513,0.043096216,0.293402731,0.068179727,25.53,0
1999,0.198123539,19.68161203,0.3191,0.045021668,0.372113955,0.016864931,39.5,0
1999,0.1025043,22.78534624,0.0816,0.045288728,0.409026759,0.003362092,60.03,0
1999,0.11099023,20.35213911,0.4445,0.046396771,0.488731328,0.0815086,31.12,0
1999,0.051757258,22.54394003,0.8243,0.047777411,0.228342437,0.11845118,71.81,0
1999,0.003441375,19.61078415,0.5011,0.047849328,0.16324679,0.066981558,53.95,0
1999,0.062850206,20.75578803,0.5888,0.049226557,0.285307099,0.078225347,40,0
1999,0.221469339,21.37388301,0.3507,0.049236955,0.365318696,0.061533,46.14,0
1999,0.012194857,20.80711267,0.5105,0.049324865,0.195310403,0.025696799,73.37,0
1999,0.07636957,21.04740969,0.4678,0.050474184,0.645366588,0.024647505,31.62,0
1999,0.143375215,20.85042494,0.3231,0.051323568,0.197447405,0.049580622,57.13,0
1999,0.127337998,21.01081234,0.2137,0.051378096,0.214672929,0.061017993,13.07,0
1999,0.062753877,20.00368254,0.3661,0.051477779,0.324084666,0.059259522,43.34,0
1999,0.01692121,21.30649801,0.3308,0.051991321,0.386155554,0.025822449,39.21,0
1999,0.064499978,20.08007185,0.571,0.05228582,0.400969411,0.05018121,53.13,0
1999,0.183107975,21.09938597,0.4602,0.055795748,0.347093232,0.032217927,73.53,0
1999,0.039325606,20.47022763,0.3717,0.056395304,0.333295504,0.063846726,64.29,0
1999,0.092116085,21.45254681,0.3756,0.056575563,0.601879494,0.024533574,69.7,0
1999,0.165846282,20.87010831,0.6209,0.056745591,0.592679509,0.014458388,25.66,0
1999,0.004501038,22.37026823,0.176,0.057110762,0.152216691,0.084782521,52.42,0
1999,0.165000836,20.43417992,0.8047,0.057466158,0.728834852,0.061861327,28.87,0
1999,0.024871213,22.61374039,0.7847,0.057671554,0.674740763,0.038902741,20.05,0
1999,0.167405132,22.06471574,0.5814,0.057969262,0.688027682,0.030859562,77.45,0
1999,0.08264857,20.61744581,0.3393,0.05847727,0.298527902,0.046418946,54.06,0
1999,0.026320085,20.59667601,0.3694,0.059917918,0.454729158,0.055582637,38.8,0
1999,0.017482153,21.0560123,0.382,0.060282393,0.426158409,0.158300476,68.37,0
1999,0.144057226,20.31230655,0.312,0.060874563,0.124399685,0.125349777,32.72,0
1999,0.156157761,19.63237276,0.4245,0.061764692,0.458687148,0.055726604,51.22,0
1999,0.033932316,21.04399589,0.6051,0.062143759,0.204825192,0.082366881,52.5,0
1999,0.147813418,19.64380279,0.4055,0.064662888,0.281587591,0.040795735,30.16,0
1999,0.005997337,20.96042511,0.3208,0.06499603,0.129838061,0.111537662,38.45,0
1999,0.14192285,20.7805584,0.0989,0.066808779,0.169573402,0.038560511,20.8,0
1999,0.205728588,21.15874494,0.3401,0.067162238,0.545625389,0.04855162,25.95,0
1999,0.033857015,19.5097305,0.4257,0.067604642,0.495891389,0.054900542,28.96,0
1999,0.134969971,20.50840308,0.3422,0.068966275,0.393545407,0.050587815,36.11,0
1999,0.133130995,20.67390028,0.3617,0.069576229,0.462852982,0.002176126,14.64,0
1999,0.027038388,23.57395075,0.3855,0.070012772,0.314324376,0.000757921,62.5,0
1999,0.133950841,20.95621603,0.1365,0.070370896,0.120793749,0.040383678,75,0
1999,0.093913185,22.13797343,0.4996,0.071533177,0.310651984,0.069944452,57.3,0
1999,0.021803696,20.80971585,0.3904,0.073835461,0.370335422,0.064502584,48.63,0
1999,0.29122233,19.93999676,0.4519,0.07441228,0.448038387,0.003028353,30.59,0
1999,0.043928616,20.51960266,0.2235,0.07447359,0.13148886,0.063250375,63.76,0
1999,0.006709442,22.36152926,0.0648,0.08042751,0.479291176,0.024433532,23.62,0
