name,poor,weak,moderate,long_lasting,very_long_lasting
Element of Surprise Creative Universe Beth Terry for women and men,0,0,0,0,0
Mare Creative Universe Beth Terry for women and men,0,2,0,0,0
Te Creative Universe Beth Terry for women and men,0,0,0,0,1
Vita Creative Universe Beth Terry for women and men,0,0,0,1,0
Ancient Rome Centurion Parfums for women and men,0,0,0,0,2
Armor Centurion Parfums for men,0,0,0,0,1
Cohort Centurion Parfums for women and men,0,0,0,0,2
Courage Centurion Parfums for women and men,0,0,0,0,0
Kentarch Centurion Parfums for women and men,0,0,0,0,1
Primus Pilus Centurion Parfums for women and men,0,0,0,0,1
Revolution Centurion Parfums for women and men,0,0,0,1,0
Roman Leather Centurion Parfums for women and men,0,0,0,0,3
Royal Chariot Centurion Parfums for men,0,0,0,0,1
Shield Centurion Parfums for women,0,0,0,0,1
The Emperor Centurion Parfums for women and men,0,0,0,0,3
The First 100 Centurion Parfums for women and men,0,0,0,0,2
Valiant Demenour Centurion Parfums for men,0,0,0,0,1
Victorious Opulence Centurion Parfums for women,0,0,0,0,1
Ambre Parfums Bichara for women and men,0,0,0,0,0
Cabiria Parfums Bichara for women and men,0,0,0,0,0
Ramses II Parfums Bichara for women,0,0,0,0,0
Masal Tiyrus for women and men,0,0,0,0,1
Tiyrus 32 Tiyrus for women,0,0,0,0,1
Harmonized Senses Unique'e Luxury for women and men,0,0,1,2,1
Izmir Unique'e Luxury for women and men,0,2,4,9,6
Blue Suede Shoes Roberto Ugolini for men,0,0,0,1,0
LOANT Santi Burgas for women and men,2,1,0,4,2
LOBITT Santi Burgas for women and men,2,0,0,2,0
LOENCE Santi Burgas for women and men,1,0,2,3,0
LOJAZZ Santi Burgas for women and men,0,0,2,6,0
LOMUSK Santi Burgas for women and men,0,0,0,0,2
LOROSE Santi Burgas for women and men,2,0,0,3,1
LOTREE Santi Burgas for women and men,0,0,1,4,0
LOVANN Santi Burgas for women and men,0,3,2,5,2
Belly Dancer Paragon Perfumes for women,0,0,1,0,1
Night Blooming Cereus Paragon Perfumes for women,1,1,0,1,3
The Haunted Paragon Perfumes for women,0,0,1,1,3
Alea 37 BZ Parfums for women and men,0,0,0,0,0
Alea 38 BZ Parfums for women and men,0,0,0,0,0
Alea 39 BZ Parfums for women and men,0,0,0,0,0
Alea 41 BZ Parfums for women and men,0,0,0,0,0
Alea 71 BZ Parfums for women and men,0,0,0,0,0
Alea 72 BZ Parfums for women and men,0,0,1,0,1
Alea 76 BZ Parfums for women and men,0,0,0,0,0
Alea 77 Dekhtiari BZ Parfums for women and men,0,0,0,0,1
Alea 78 Porichka BZ Parfums for women and men,0,0,1,0,0
Alea L BZ Parfums for women and men,0,0,0,0,0
Alea M BZ Parfums for women and men,0,0,0,0,0
Alea TN BZ Parfums for women and men,0,0,0,0,0
Mr. Idol BZ Parfums for men,0,1,0,0,1
DEN RUIK for women and men,0,0,0,4,0
KNOP RUIK for women and men,0,0,0,0,0
VERSCHIL RUIK for women and men,0,0,0,0,0
VERSCHIL (EAU D'ORANGE) RUIK for women and men,0,0,0,0,0
Berry Naughty Land of Aahs for women and men,0,0,0,0,0
Berry Trifle Land of Aahs for women and men,0,0,0,0,0
Berry Vanilla Land of Aahs for women and men,0,1,0,0,0
Better Than Sex Cake Land of Aahs for women and men,0,1,0,0,0
Bite Me Land of Aahs for women and men,0,0,0,0,0
Black Cherry Merlot Land of Aahs for women and men,0,0,0,0,0
Blue Raspberry Land of Aahs for women and men,0,1,0,0,0
Blueberry Cheesecake Land of Aahs for women and men,0,0,0,0,0
Cherry Slushie Land of Aahs for women and men,0,0,0,0,0
Chocolate Raspberry Land of Aahs for women and men,0,0,0,0,0
Cinnamon Caramel Land of Aahs for women and men,0,0,0,0,0
Cinnamon Rol Land of Aahs for women and men,0,0,0,0,0
Cotton Candy Land of Aahs for women and men,0,0,0,0,0
Creme Brulee Land of Aahs for women and men,0,0,0,0,0
Farmer's Market Sweet Strawberry Land of Aahs for women and men,0,0,0,0,0
German Chocolate Cake Land of Aahs for women and men,0,0,0,0,0
Hello Sugar Land of Aahs for women and men,0,0,0,0,0
Island Nectar Land of Aahs for women and men,0,0,0,0,0
Jelly Doughnut Land of Aahs for women and men,0,0,0,0,0
Kentucky Bourbon Land of Aahs for women and men,0,0,0,0,0
Maple Pumpkin Land of Aahs for women and men,0,0,0,0,0
Market Peach Land of Aahs for women and men,0,0,0,0,0
Olde Town Bakery Land of Aahs for women and men,0,0,0,0,0
Pink Berry Mimosa Land of Aahs for women and men,0,0,0,0,0
Red Currant Land of Aahs for women and men,0,0,0,0,0
Skittles Land of Aahs for women and men,0,0,0,0,0
Snickers Coffee Land of Aahs for women and men,0,0,0,0,0
Strawberries and Cream Land of Aahs for women and men,0,0,0,0,0
Strawberry Jam Land of Aahs for women and men,0,0,0,0,0
Vanilla Rum Cake Land of Aahs for women and men,0,0,0,0,0
Warm Caramel Vanilla Land of Aahs for women and men,0,0,0,0,0
Watermelon Candy Land of Aahs for women and men,0,0,0,0,0
Absinthe Black Phoenix Alchemy Lab for women and men,4,1,1,0,0
Alana Patel Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
Alice Black Phoenix Alchemy Lab for women and men,0,0,1,0,1
Bastet Black Phoenix Alchemy Lab for women,1,0,0,0,5
Believe Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
Bilquis Black Phoenix Alchemy Lab for women and men,0,0,1,0,1
Black Hats Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
Coin Trick Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
Eostre of The Dawn Black Phoenix Alchemy Lab for women and men,0,0,0,1,2
For The Joy of It Black Phoenix Alchemy Lab for women and men,1,0,0,0,1
Glass Eye Black Phoenix Alchemy Lab for women and men,1,0,0,0,3
Jack Black Phoenix Alchemy Lab for men,0,1,2,2,4
Laura Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
Low Key Lyesmith Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
Mad Sweeney Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
Mama-Ji Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
Media Black Phoenix Alchemy Lab for women and men,0,0,1,0,1
Mister Wednesday Black Phoenix Alchemy Lab for women and men,0,0,0,0,1
Mr. Czernobog Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
Mr. Ibis Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
Mr. Jacquel Black Phoenix Alchemy Lab for women and men,0,0,0,1,1
Shadow Black Phoenix Alchemy Lab for women and men,0,0,0,0,1
Technical Boy Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
The Ifrit Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
The Norns' Farmhouse Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
Zorya Polunochnaya Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
Zorya Utrennyaya Black Phoenix Alchemy Lab for women and men,0,0,0,0,0
Zorya Vechernyaya Black Phoenix Alchemy Lab for women and men,0,0,0,0,1
aarewasser Art of Scent - Swiss Perfumes for women and men,0,0,0,0,0
Alpengluhen Alpine Glow Art of Scent - Swiss Perfumes for women and men,1,0,0,0,0
Bergduft Alpine Rose Art of Scent - Swiss Perfumes for women,0,0,0,0,0
Bergduft No 1 Edelweiss Art of Scent - Swiss Perfumes for women,0,0,0,0,1
Bergduft No 2 Blauer Enzian Art of Scent - Swiss Perfumes for women,0,0,0,0,0
Bergduft No 3 Silberdistel Art of Scent - Swiss Perfumes for men,0,0,0,0,0
Dazzling Magnolia Art of Scent - Swiss Perfumes for women and men,0,0,0,0,1
Everglow Art of Scent - Swiss Perfumes for women and men,0,0,0,0,0
finn Art of Scent - Swiss Perfumes for women and men,0,0,1,0,0
Jungfrau Art of Scent - Swiss Perfumes for women,0,0,0,0,0
La Pirate Art of Scent - Swiss Perfumes for women and men,0,0,0,0,0
La Rose de G. Art of Scent - Swiss Perfumes for women and men,0,0,0,0,0
Meadow Art of Scent - Swiss Perfumes for women and men,0,0,0,0,0
Mönch Art of Scent - Swiss Perfumes for men,0,0,0,1,0
Morgentau Morning Dew Art of Scent - Swiss Perfumes for women and men,0,0,0,0,0
Sundust Art of Scent - Swiss Perfumes for women and men,0,0,0,0,0
Agats (Ahats) Dzintars for women,0,0,0,1,0
Burve Dzintars for women,0,0,0,1,0
Dzokonda Dzintars for women,0,0,1,0,0
Kokete Dzintars for women,0,1,0,0,1
Meža Vējš Dzintars for women,0,0,0,1,0
Prestizs Dzintars for women,0,0,0,0,2
Rapsodija Dzintars for women,0,0,0,0,0
Ridziniece (Rizhanka) Dzintars for women,0,0,0,2,0
Ridzinieks (Rizhanin) Dzintars for men,0,0,1,0,0
Rudens Dzintars for women,0,0,0,0,0
Solo Dzintars for women,0,0,2,0,1
Zilite Dzintars for women,0,0,1,0,0
Beach Lavender Lemon Pacifica for women and men,1,2,1,0,0
Breath Taking Pacifica for women and men,1,0,1,0,0
California Star Jasmine Pacifica for women,7,2,9,0,2
Contact High Pacifica for women and men,1,0,0,0,0
Dream State Pacifica for women and men,0,0,1,0,0
Enchanted Woods Pacifica for women and men,0,2,0,0,0
Hardcore Happy Pacifica for women and men,0,1,1,0,0
Himalayan Patchouli Berry Pacifica for women and men,5,2,7,7,2
Island Vanilla Pacifica for women,16,23,30,13,5
Mind Control Pacifica for women and men,0,0,1,0,1
Moonray Bloom Pacifica for women and men,2,2,5,0,0
Star Child Pacifica for women and men,1,0,1,0,0
Au Dela Bruno Fazzolari for women and men,2,0,2,1,3
Au Delà Narcisse Bruno Fazzolari for women and men,5,2,5,6,1
Cadavre Exquis Bruno Fazzolari for women and men,3,2,3,8,9
Corpse Reviver Bruno Fazzolari for women and men,3,0,3,3,2
Feu Secret Bruno Fazzolari for women and men,0,2,9,3,6
Five Bruno Fazzolari for women and men,0,1,5,13,4
Fontevraud Bruno Fazzolari for women and men,0,1,0,5,0
Jimmy Bruno Fazzolari for women and men,0,1,0,0,2
Lampblack Bruno Fazzolari for women and men,4,7,24,14,6
Monserrat Bruno Fazzolari for women and men,1,4,12,2,4
Room 237 Bruno Fazzolari for women and men,2,3,2,7,4
Seyrig Bruno Fazzolari for women and men,1,0,4,1,1
Ummagumma Bruno Fazzolari for women and men,6,2,13,13,8
Unsettled Bruno Fazzolari for women and men,2,0,4,7,0
Vetiverissimo Bruno Fazzolari for women and men,0,1,8,7,3
Zdravetz Bruno Fazzolari for women and men,0,0,3,1,1
Be My Wife Franck Boclet for women and men,0,0,0,2,2
Blue Moon Franck Boclet for women and men,0,0,0,1,3
Cafe Franck Boclet for women and men,2,2,1,0,3
Crime Franck Boclet for women and men,2,0,1,7,2
Erotic Franck Boclet for women and men,1,2,4,8,7
Flowers Franck Boclet for women and men,0,0,1,0,0
Icon Franck Boclet for women and men,3,1,0,4,0
Just Franck Boclet for men,0,0,0,1,6
Married Franck Boclet for women,0,0,0,1,0
Velvet Franck Boclet for women and men,0,0,1,3,0
Vetiver Franck Boclet for women and men,1,1,0,2,0
Anne de Russie Gustave Eiffel for women and men,1,0,0,0,0
Couronne d'Italie Gustave Eiffel for women and men,0,0,0,0,0
La Riviere Des Parfums Gustave Eiffel for women and men,0,0,0,1,1
Ithaka Mendittorosa for women and men,0,2,2,3,4
Talento Mendittorosa for women and men,1,2,1,8,2
Wood Jasmin BDK Parfums for women and men,1,1,2,6,2
Cuir Affine Lorga Parfums for women and men,0,0,0,1,0
Oud Yssee Lorga Parfums for women and men,0,0,0,0,0
Darkness CJ Scents for women and men,1,0,0,0,0
Flirt CJ Scents for women and men,0,0,0,2,0
Goddess of Dreams CJ Scents for women and men,0,0,0,1,0
Perfume CJ Scents for women and men,0,0,0,1,0
Sandalwood Fig CJ Scents for women and men,0,0,0,1,1
Sweet Memories CJ Scents for women and men,0,0,1,4,1
Titania CJ Scents for women and men,0,0,1,2,1
Vanilla Autumn Nights CJ Scents for women and men,0,1,1,0,1
Amber Salude Regalien for women and men,0,1,0,3,5
Aqua Notte Regalien for men,0,0,2,2,6
Babel's Heaven Regalien for women and men,0,0,1,6,4
Heart Of Rose Regalien for women and men,0,1,0,0,2
Musk Barrel Regalien for men,1,1,0,3,5
Sandal Harmony 7 Regalien for men,0,0,0,2,4
Spade Of Vetiver Regalien for women and men,0,0,2,2,5
Vanity Oud Regalien for women and men,0,0,0,3,8
White Gold Regalien for women,0,1,1,1,5
Fragrance 01 Taunt Dedcool for women and men,0,1,0,1,1
Fragrance 02 Dedcool for women and men,0,0,0,0,1
Fragrance 03 Blonde Dedcool for women and men,0,0,0,0,0
Fragrance 04 Dedcool for women and men,0,0,1,0,0
Fragrance 05 Spring Dedcool for women and men,0,1,0,1,0
Ivy Blanc Dedcool for women and men,1,0,0,1,0
Madonna (Lilly) Dedcool for women and men,0,0,1,0,0
Red Dakota Dedcool for women and men,0,0,0,1,0
Rocco (Mint) Dedcool for women and men,0,2,0,0,0
Velvet (Monroe) Dedcool for women and men,1,0,0,1,0
24 Elixir Sea Of Tranquility 24 for women and men,1,0,0,0,0
Adidas UEFA Victory Edition Adidas for men,0,0,2,1,0
Freedomland Mandarina Duck for women and men,0,0,2,0,1
Mandarina Duck For Man Mandarina Duck for men,2,0,2,2,2
Mon Immortelle Fragonard for women and men,0,1,3,2,1
Belle Bete Les Liquides Imaginaires for women and men,1,2,3,6,1
Cashmere La Manufacture for women and men,2,0,0,0,0
Cologne Noble La Manufacture for women and men,1,1,1,1,0
Cologne Rare La Manufacture for women and men,0,0,1,2,1
Reve Ottoman La Manufacture for women and men,0,0,0,1,0
Coastal Cypress & Sea Fennel Eau de Parfum Molton Brown for women and men,1,1,1,1,2
Fiery Pink Pepper Eau de Parfum Molton Brown for women and men,0,0,0,0,1
Geranium Nefertum Eau de Parfum Molton Brown for women and men,0,0,0,0,1
Muddled Plum Molton Brown for women and men,1,3,2,0,2
Fashion Instinct NafNaf for women,1,2,3,2,1
Alma de Flores Clássico Memphis for women,0,0,1,0,0
Tahiti Vanilla Farmacia SS. Annunziata for women and men,0,0,0,0,1
Gold in Shadow Ana Hickmann for men,0,0,0,0,0
Summer Paradise Ana Hickmann for women,0,0,0,0,0
Exclusive Reserve Avon for men,0,0,0,0,0
Golaço Avon for men,0,0,0,0,0
Arc-en-Ciel Halloween CIEL Parfum for women,0,0,0,0,0
L’Image Nude CIEL Parfum for women,0,0,0,0,0
Feelin' Para Ela Hinode for women,0,0,1,0,0
Lesér Hinode for women,0,0,0,0,0
Hivernale House of Hautt for women and men,0,0,0,0,0
Isabela Capeto Isabela Capeto for women,0,1,0,1,2
Azul Jequiti for men,0,0,0,0,0
Diva Pink Jequiti for women,0,0,0,0,0
Man Jequiti for men,0,0,0,0,0
Royal Madeira Singular Jequiti for men,0,0,0,0,0
Olinda L’Occitane Au Brésil for women,0,0,1,0,0
Lavanda Sensual Natura for women,0,0,0,0,0
Mate Green (Mate Verde) Natura for men,0,0,11,2,0
Accordes Lumiere Silver O Boticário for women,0,0,1,0,0
Egeo Cherry O Boticário for women,0,0,0,0,0
Glamour Nuit O Boticário for women,1,0,1,2,0
Quasar Onix O Boticário for men,1,4,2,0,2
Rio que Anima O Boticário for women and men,0,0,0,0,0
The Blend Bourbon O Boticário for men,0,0,3,2,0
The Blend Eau de Parfum O Boticário for men,0,1,2,1,0
Gold in Shadow Ana Hickmann for men,0,0,0,0,0
Summer Paradise Ana Hickmann for women,0,0,0,0,0
Exclusive Reserve Avon for men,0,0,0,0,0
Golaço Avon for men,0,0,0,0,0
Arc-en-Ciel Halloween CIEL Parfum for women,0,0,0,0,0
L’Image Nude CIEL Parfum for women,0,0,0,0,0
Feelin' Para Ela Hinode for women,0,0,1,0,0
Lesér Hinode for women,0,0,0,0,0
Hivernale House of Hautt for women and men,0,0,0,0,0
Isabela Capeto Isabela Capeto for women,0,1,0,1,2
Azul Jequiti for men,0,0,0,0,0
Diva Pink Jequiti for women,0,0,0,0,0
Man Jequiti for men,0,0,0,0,0
Royal Madeira Singular Jequiti for men,0,0,0,0,0
Olinda L’Occitane Au Brésil for women,0,0,1,0,0
Lavanda Sensual Natura for women,0,0,0,0,0
Mate Green (Mate Verde) Natura for men,0,0,11,2,0
Accordes Lumiere Silver O Boticário for women,0,0,1,0,0
Egeo Cherry O Boticário for women,0,0,0,0,0
Glamour Nuit O Boticário for women,1,0,1,2,0
Quasar Onix O Boticário for men,1,4,2,0,2
Rio que Anima O Boticário for women and men,0,0,0,0,0
The Blend Bourbon O Boticário for men,0,0,3,2,0
The Blend Eau de Parfum O Boticário for men,0,1,2,1,0
Inizzio Amore L'acqua Di Fiori for women,0,0,0,0,0
Coffee Woman Sense O Boticário for women,0,0,0,1,0
Eternal Flame Galimard for women,0,0,0,0,0
Feminissime Galimard for women,2,0,4,2,0
L'Ete Dernier Galimard for women,0,1,5,1,2
Mezzanotte Galimard for men,0,0,1,2,0
Napoléon 1815 Galimard for men,0,0,4,2,1
Nuit Caline Galimard for women,0,0,0,3,0
Parfum du Chevalier Galimard for men,0,0,0,2,1
Princesse Pauline Galimard for women,0,0,0,2,0
Luna Simply Modern The Limited for women,0,0,0,0,0
Bloom Forager Botanicals for women,0,0,0,0,0
Island Lei Forager Botanicals for women,0,0,0,0,0
Nectar Forager Botanicals for women,1,1,0,0,0
Woodland Forager Botanicals for women and men,0,0,0,0,0
Contagious Catherine Omai for women and men,0,0,0,0,2
WF/2020 A. N. OTHER for women and men,0,0,0,0,0
Sir Gallahad Isabey for men,3,2,2,4,6
Cry Baby Perfume Milk Melanie Martinez for women,6,4,15,7,8
No. 07 White Patchouli & Cedarwood Rituals for women,5,3,6,3,0
Harmonie Valeur Absolue for women,1,1,1,1,1
L'Heure Magique Laura Mercier for women,6,1,9,1,2
Wink Lilly Pulitzer for women,2,3,5,1,0
MV3 MAC for women,2,2,5,9,0
Yu Perfect Sense Mane for women,0,0,0,0,1
Vertigo Vertigo Parfums for women,0,0,1,0,0
Éblouissants Reflets Maison de Parfum Berry for women,0,0,0,0,0
I for Women Woody Floral With Vintage Rose Clive Christian for women,0,1,0,3,2
VIII Rococo Immortelle Clive Christian for men,3,2,3,11,3
Signature L.K.Bennett for women,1,0,0,0,1
Style Little Mix for women,0,0,1,0,0
Wishmaker Party Edition Little Mix for women,0,0,1,1,0
Babe Oud Missguided for women,0,0,0,1,1
Paris Rose Grossmith for women and men,0,0,0,2,0
Floral Leather Clement B for women and men,0,0,0,0,0
Fluorescent Clement B for women and men,1,0,0,2,0
Sinful Wood Clement B for women and men,0,0,0,0,1
tattoo Clement B for women and men,0,1,0,1,0
Femininde Sahlini Parfums for women,0,1,0,1,0
L'Homme Sahlini Parfums for men,0,0,1,1,0
La Femme Sahlini Parfums for women,0,0,1,3,3
Star Island Good Water Perfume for women and men,0,0,0,0,0
Koh Phi Phi Parfums Berdoues for women and men,0,0,0,0,0
Venice Beach Parfums Berdoues for women and men,0,0,0,0,0
Accendis 0.1 Accendis for women and men,0,0,1,2,0
Accendis 0.2 Accendis for women and men,0,0,1,4,5
0 Cruel Incense Blood Concept for women and men,0,1,3,0,0
A Killer Vanilla Blood Concept for women and men,1,2,2,3,5
AB Liquid Spice Blood Concept for women and men,0,0,1,0,1
AB Tokyo Musk Blood Concept for women and men,0,0,1,1,1
Secret Service Legend Brocard for men,0,0,0,0,0
Metal Sensation Byblos for men,2,0,4,2,2
Demi-Lune Idol CIEL Parfum for men,0,0,1,1,0
Esprit Infini Hayari Parfums for women and men,1,0,0,1,1
Poudre de Reve NANA.M for women,0,0,0,0,0
Reve de Sensualite NANA.M for women,0,0,0,0,0
Reve Erotique NANA.M for women,3,0,0,0,1
Reve Fou NANA.M for women,0,0,0,0,1
Reve Piquant NANA.M for women,1,0,0,1,0
Reve Romantique NANA.M for women,0,0,0,0,0
Reve Royal NANA.M for women,0,0,1,0,1
"Une Ile, un Reve NANA.M for women",1,0,1,1,0
Killer Honey Neotantric for women,1,0,0,2,2
Chiffon Oriflame for women,4,4,13,1,1
Icon Police for men,2,1,16,7,9
Vanille Santal Reminiscence for women and men,0,1,0,1,0
Jasmine Sambac & Marigold Jo Malone London for women,6,2,22,21,3
A Avery for women and men,0,0,0,0,1
Amour Bakhoor Avery for women and men,0,0,0,0,1
Chypre Elixir Avery for women and men,0,0,0,0,0
Cuir Touch Avery for women and men,1,1,0,1,0
E Avery for women and men,0,0,0,0,1
Musk Melange Avery for women and men,0,0,0,0,0
Noisy Noisette Avery for women and men,1,0,0,0,0
R Avery for women and men,0,1,1,1,0
Twist De Bois Avery for women and men,0,0,0,0,0
V Avery for women and men,0,0,0,0,0
White Not Avery for women and men,0,0,2,0,0
Y Avery for women and men,0,0,1,1,3
Bacio Nella Pioggia Como Lake for women and men,0,0,0,0,0
Note D'Amore Como Lake for women and men,0,0,0,0,0
Notturno Como Lake for women and men,0,0,0,0,0
Silenzio Como Lake for women and men,0,0,0,0,0
Un'Altra Estate Como Lake for women and men,0,0,0,0,0
Afropolis Roads for women and men,0,1,0,1,0
Art Addict Roads for women and men,0,0,0,0,0
Big Sky Roads for women and men,0,1,1,1,0
Bitter End Roads for women and men,3,0,1,1,0
Clockwork Roads for women and men,3,1,4,2,4
Cloud 9 Roads for women and men,0,1,4,1,1
Club Tokyo Roads for women and men,1,1,0,0,0
Deeper High Roads for women and men,1,0,0,0,0
Digital Daze Roads for women and men,0,0,0,0,0
End Game Roads for women and men,0,0,0,0,1
Flower Mountain Roads for women and men,0,0,0,1,1
Fool Around Roads for women and men,0,0,0,1,0
Graduate 1954 Roads for women and men,1,3,4,2,1
Harmattan Roads for women and men,3,0,3,7,3
I am Dance Roads for women and men,0,1,0,3,0
Improved Silence Roads for women and men,0,0,0,0,0
Lights Roads for women and men,1,2,5,2,2
Neon Roads for women and men,1,2,1,2,2
Supernova Roads for women and men,1,0,3,1,1
This Weekend Roads for women and men,1,0,3,0,1
Unsaid Roads for women and men,0,0,1,0,0
White Noise Roads for women and men,0,0,1,0,1
175 Santa Eulalia for women and men,1,1,0,0,1
Albis Santa Eulalia for women and men,0,1,0,4,2
Aprilis Santa Eulalia for women and men,0,0,2,1,0
Citric Santa Eulalia for women and men,0,0,3,3,1
Crocus Santa Eulalia for women and men,0,0,0,1,0
Marinis Santa Eulalia for women and men,0,1,4,1,0
Nectar Santa Eulalia for women and men,0,2,4,5,1
Nubes Santa Eulalia for women and men,0,0,1,0,1
Obscuro Santa Eulalia for women and men,2,0,7,4,5
Rosa Aprilis Santa Eulalia for women,0,0,2,0,0
Vesper Santa Eulalia for women and men,0,0,3,5,1
King of Flowers Alghabra Parfums for women and men,0,1,1,1,5
Éblouissants Reflets Maison de Parfum Berry for women,0,0,0,0,0
No 1 Eutopie for women and men,0,1,5,9,0
No 4 Eutopie for women and men,1,1,3,8,4
Oud Wa Amber Parfums Berdoues for women and men,0,0,0,0,1
Bay Rum Cologne Providence Perfume Co. for men,2,1,3,0,1
Branch & Vine Providence Perfume Co. for women and men,0,0,4,0,0
Cocoa Tuberose Providence Perfume Co. for women and men,0,1,2,5,0
Divine Providence Perfume Co. for women,0,1,3,3,1
Divine Noir Providence Perfume Co. for women and men,0,0,0,1,1
Drunk On The Moon Providence Perfume Co. for women and men,2,3,0,0,0
Eva Luna Providence Perfume Co. for women and men,0,0,3,0,1
Ginger Lily Providence Perfume Co. for women and men,2,1,3,0,0
Gypsy Providence Perfume Co. for women and men,1,1,3,0,0
Heart of Darkness Providence Perfume Co. for men,0,1,2,2,3
Hindu Honeysuckle Providence Perfume Co. for women and men,2,2,2,2,1
Indolice Providence Perfume Co. for women,0,0,0,0,0
Ivy Tower Providence Perfume Co. for women and men,0,1,0,0,1
Lei Flower Providence Perfume Co. for women,0,0,0,0,0
Lemon Liada Providence Perfume Co. for women and men,0,0,2,0,2
Love-In-A-Mist Providence Perfume Co. for women,0,0,1,2,0
Moss Gown Providence Perfume Co. for women,2,0,6,3,-1
Mousseline Pêche Providence Perfume Co. for women,0,1,4,0,1
Musk Nouveau Providence Perfume Co. for women and men,0,0,1,0,1
Orange Blossom Honey Providence Perfume Co. for women and men,0,0,1,1,0
Osmanthus Oolong Providence Perfume Co. for women,3,0,1,3,1
Provanilla Providence Perfume Co. for women and men,1,0,3,3,1
Rose 802 Providence Perfume Co. for women and men,0,0,0,0,1
Rose Boheme Providence Perfume Co. for women and men,0,1,2,2,2
Samarinda Providence Perfume Co. for women and men,0,0,2,3,1
Sedona Sweet Grass Providence Perfume Co. for women and men,0,1,1,1,0
Summer Yuzu Providence Perfume Co. for women and men,0,1,0,0,0
Sweet Jasmine Brown Providence Perfume Co. for women and men,0,0,0,0,0
Tabac Citron Providence Perfume Co. for women and men,0,2,0,0,0
Tangerine Thyme Providence Perfume Co. for women and men,1,0,1,1,1
Vientiane Providence Perfume Co. for women and men,1,0,5,2,1
Violet Beauregarde Providence Perfume Co. for women and men,1,0,0,0,0
Fedora PM Fragrances for men,0,1,0,0,0
French Cuffs PM Fragrances for men,0,0,0,0,0
Gent PM Fragrances for men,0,0,0,0,2
Pas Encore Nommé PM Fragrances for women,0,1,0,0,1
Tandem PM Fragrances for women and men,0,0,1,0,0
1953 Eau de Toilette Pell Wall Perfumes for women,1,1,0,0,0
1953 Pour Homme Pell Wall Perfumes for men,0,0,2,0,0
Anjin Pell Wall Perfumes for women and men,0,0,1,0,0
Devana Pell Wall Perfumes for men,0,0,1,0,0
Equistem Pell Wall Perfumes for men,0,0,0,1,1
Green Carnation Pell Wall Perfumes for men,0,0,1,2,0
Jacinth Pell Wall Perfumes for women,0,1,2,0,0
Lasting Lavender Pell Wall Perfumes for women,0,0,0,1,0
Minted Mornings Pell Wall Perfumes for women and men,0,0,3,1,0
Pretty in Pink Pell Wall Perfumes for women,0,1,0,0,1
Tempus ludendi Pell Wall Perfumes for women and men,0,0,0,3,2
Beaver Zoologist Perfumes for women and men,5,4,20,28,6
Beaver 2016 Zoologist Perfumes for women and men,1,2,34,5,2
Elephant Zoologist Perfumes for women and men,9,11,31,44,5
MP8 Manny Pacman Pacquiao for men,0,1,1,0,0
Florentine Fern Catie's Bubbles for men,0,0,0,0,0
Le Piment de la Vie Eau de Cologne Catie's Bubbles for men,0,0,0,0,0
Menage A Lavande Catie's Bubbles for women and men,0,0,1,0,0
Quatre Cent Vingt Catie's Bubbles for women and men,0,0,0,0,0
33 Chris Rusak for women and men,3,3,2,4,0
Bluer Skies (Whenever You're Around) Chris Rusak for women and men,0,1,3,3,2
Io Chris Rusak for women and men,4,0,4,3,5
Quasi una absurdia Chris Rusak for women and men,1,1,2,2,2
Timbre Chris Rusak for women and men,1,7,5,2,0
Peachy Sky Brocard for women,0,1,0,0,1
Impermanence Christèle Jacquemin for women and men,0,0,1,0,0
Meandering Soul Christèle Jacquemin for women and men,0,0,0,0,0
Underworld Christèle Jacquemin for women and men,0,2,0,2,0
Frosted Red Currant Brocard for women and men,0,1,1,0,1
Silhouette Christian Siriano for women,8,7,7,2,1
Harajuku Lovers Wicked Style G Harajuku Lovers for women,15,11,9,1,0
Linda Inspiração O Boticário for women,0,0,0,0,0
Hemlock Parfums Quartana for women and men,1,2,4,8,4
Merry Maker Pinrose for women,4,2,3,5,0
Soir Antique Rallet for women and men,1,0,1,0,2
Hero Symrise for women and men,0,0,0,0,0
Girl Pharrell Williams for women and men,19,13,78,44,28
Attraction Lancome for women,4,4,14,30,6
18 Place des Vosges Parfums et Senteurs du Pays Basque for women,0,0,0,0,0
Abolition Parfums et Senteurs du Pays Basque for women and men,0,1,0,1,0
Agur Parfums et Senteurs du Pays Basque for women and men,0,0,0,0,0
Amour de Patchouli Parfums et Senteurs du Pays Basque for women and men,0,0,0,1,0
Amour Mandarine Parfums et Senteurs du Pays Basque for women and men,0,0,0,0,0
