name,poor,weak,moderate,long_lasting,very_long_lasting
Celine Celine for men,1,6,4,2,0
1881 Edition Blanche Cerruti for women,3,0,11,0,3
Royal White Charriol for men,6,2,12,16,9
Bois d'Argent Christian Dior for women and men,25,30,75,130,70
Hypnotic Poison Christian Dior for women,99,105,320,657,836
Hypnotic Poison Diable Rouge Christian Dior for women,2,2,2,3,5
Hypnotic Poison Extrait de Parfum Christian Dior for women,4,8,5,4,19
Hypnotic Poison Roller Pearl Christian Dior for women,2,4,1,1,1
Cool Water Intense Davidoff for men,12,12,18,58,61
Diesel Fuel For Life Cologne for Men Diesel for men,1,4,4,2,1
Diesel Fuel For Life Cologne for Women Diesel for women,1,1,0,1,0
Fuel For Life Femme Diesel for women,4,10,31,41,19
Fuel for Life Homme Diesel for men,18,23,122,255,57
Potion DSQUARED² for men,17,29,126,100,24
Wild DSQUARED² for men,13,20,23,9,10
Morn to Dusk Eau D'Italie for women and men,3,3,3,3,1
Sabbia 167 Emilio Pucci for women,0,2,2,0,0
Escada Loving Bouquet Escada for women,0,1,9,2,2
Palazzo Fendi for women,4,4,10,16,23
Acqua di Gio Giorgio Armani for men,100,260,1104,325,97
Armani Attitude Giorgio Armani for men,13,20,121,39,14
Emporio Armani City Glam for Her Giorgio Armani for women,1,5,14,17,3
Emporio Armani City Glam for Him Giorgio Armani for men,0,8,12,5,3
Giorgio Holiday Giorgio Beverly Hills for women,6,2,10,0,1
Xeryus Rouge Givenchy for men,25,22,87,246,56
Bois d'Armenie Guerlain for women and men,6,14,37,30,22
Boss Alive Hugo Boss for women,1,3,10,11,2
Boss Bottled Hugo Boss for men,62,97,703,373,90
Boss Bottled 20th Anniversary Edition Hugo Boss for men,1,4,4,2,0
Boss Bottled Absolute Hugo Boss for men,4,1,6,5,2
Miss Jaguar Jaguar for women,0,0,4,3,0
Kokorico Jean Paul Gaultier for men,22,24,103,187,43
Kokorico by Night Jean Paul Gaultier for men,5,7,21,37,13
Jil Sander Man Jil Sander for men,1,5,10,16,10
Peace Kenzo for women and men,4,5,19,9,5
Time for Peace Kenzo for men,0,0,4,6,2
Red Lacoste Fragrances for men,4,12,38,5,6
Style in Play Lacoste Fragrances for men,15,38,121,37,17
Aroma Fit Lancome for women,4,3,2,0,2
Hypnôse Lancome for women,44,55,247,308,102
Hypnôse Eau de Toilette Lancome for women,1,1,2,1,1
Hypnôse Eau Legere Lancome for women,1,5,22,11,3
Miracle So Magic! Lancome for women,7,9,37,17,4
Roma Uomo Laura Biagiotti for men,12,15,97,74,30
Roma Uomo Eau de Toilette Cedro Laura Biagiotti for men,2,6,6,3,6
Gaiac 10 Tokyo Le Labo for women and men,15,9,15,12,24
Patchouli 24 Le Labo for women and men,8,12,15,50,87
Patchouli 24 Perfume Oil Le Labo for women and men,0,0,2,0,3
Fleur Defendue Lolita Lempicka for women,15,23,89,42,13
Le Parfum de Lolita Lempicka Lolita Lempicka for women,2,1,2,10,4
Lolita Lempicka Lolita Lempicka for women,86,100,438,633,197
Lolita Lempicka Au Masculin Lolita Lempicka for men,19,35,124,211,84
Lolita Lempicka Au Masculin Eau de Parfum Intense Lolita Lempicka for men,5,3,18,24,14
Lolita Lempicka Edition d'Ete Lolita Lempicka for women,4,1,0,0,1
Lolita Lempicka L'Eau en Blanc Lolita Lempicka for women,22,22,54,22,5
Lolita Lempicka L'Eau en Blanc Edition Perles Lolita Lempicka for women,2,2,9,5,4
Lolita Lempicka Le Premier Parfum Lolita Lempicka for women,5,14,75,73,33
Lolita Lempicka Le Premier Parfum Eau de Toilette (Morsure d'Amour) Lolita Lempicka for women,7,15,31,14,1
Lolita Lempicka Mon Premier Parfum Lolita Lempicka for women,5,8,9,5,6
Lolita Lempicka Original Lolita Lempicka for women,2,2,2,2,2
Mon Eau Lolita Lempicka for women,5,1,1,1,1
Montana Blu Montana for women,1,3,7,2,3
Morgan de Toi Homme Morgan for men,1,0,2,3,1
Expression NafNaf for women,0,0,0,0,0
Close Up Olfactive Studio for women and men,4,8,15,20,7
1997 For Men 1997男士 Parizino 贝丽丝 for men,1,0,0,0,0
67 Artemisia Pomellato for women and men,3,1,30,5,3
Dance with Repetto Repetto for women,1,0,5,4,0
Attimo L'Eau Florale Salvatore Ferragamo for women,3,3,19,3,2
Peau d'Ailleurs Starck for women and men,0,2,8,8,3
Miss Me Stella Cadente for women,0,1,3,6,2
Hero Symrise for women and men,0,0,0,0,0
Memory Motel Une Nuit Nomade for women and men,2,3,4,5,7
Rose America Une Nuit Nomade for women and men,0,2,3,3,2
Altika Yves Rocher for men,1,5,3,1,2
Bleu Végétal Yves Rocher for women,4,6,1,0,1
Comme une Evidence Yves Rocher for women,13,17,119,62,24
Comme Une Evidence 10 Ans Yves Rocher for women,1,1,3,3,1
Comme une Évidence Eau de Parfum Limited Edition Yves Rocher for women,0,1,1,1,0
Comme Une Evidence L'Eau de Parfum Yves Rocher for women,0,1,7,4,0
Comme une Evidence L'Eau de Parfum Intense Yves Rocher for women,10,11,35,23,6
Comme Une Evidence Limited Edition 2019 Yves Rocher for women,0,0,1,0,1
Folies de Saisons L'Humeur Nomade en Automne Yves Rocher for women,0,2,1,1,0
Lilas Mauve Yves Rocher for women,75,39,27,5,2
Moment de Bonheur Yves Rocher for women,14,54,121,30,10
Moment de Bonheur L'Eau Yves Rocher for women,8,22,18,1,1
Mon Evidence Yves Rocher for women,6,12,18,14,2
Pur Desir de Mimosa Yves Rocher for women,2,11,11,2,1
Pur Desir de Rose Yves Rocher for women,4,5,4,2,0
Rose Oud Yves Rocher for women,12,15,57,30,13
Body Kouros Yves Saint Laurent for men,33,22,136,314,80
Adrienne Vittadini Adrienne Vittadini for women,5,1,11,3,3
Forest Lily Avon for women,1,1,5,1,1
Luminata Magnific Avon for women,2,0,1,1,0
Rare Flowers Night Orchid Avon for women,1,0,7,4,0
Azzaro Now Women Azzaro for women,2,11,17,10,1
Solar Bloom Clean for women and men,4,5,4,5,2
Pleasures Estée Lauder for women,22,75,245,200,71
Sensuous Estée Lauder for women,39,47,171,169,59
Sensuous Eau de Toilette Estée Lauder for women,1,0,4,10,3
Sensuous Parfum Estée Lauder for women,0,3,3,3,2
EVAmour Eva Longoria for women,3,2,2,0,4
Emporio Armani White For Her Giorgio Armani for women,6,4,19,10,6
Izod Izod for men,4,4,12,4,2
Daisy Blush Marc Jacobs for women,8,7,4,1,0
Daisy Dream Blush Marc Jacobs for women,5,6,14,1,1
Daisy Eau So Fresh Blush Marc Jacobs for women,1,2,6,5,0
Decadence Marc Jacobs for women,35,44,136,288,115
Decadence Eau So Decadent Marc Jacobs for women,5,10,35,10,6
Decadence One Eight K Edition Marc Jacobs for women,1,3,6,12,5
Dot Marc Jacobs for women,68,93,185,45,26
Honey Marc Jacobs for women,42,59,133,37,23
Marc Jacobs Splash Grass Marc Jacobs for women,2,0,2,1,1
Pink Honey Marc Jacobs for women,6,4,8,0,1
Parfume d’Extase Marchesa for women,7,6,44,12,0
Energetic Aromatic by Annie Buzantian Mercedes-Benz for men,1,1,3,9,1
Antonia Puredistance for women,5,4,8,15,23
I Puredistance for women,1,7,8,12,4
Opardu Puredistance for women,5,1,17,16,9
Pure Turquoise Ralph Lauren for women,8,6,23,22,14
Ralph Rocks Ralph Lauren for women,5,8,22,6,6
Flair Revlon for women,0,1,6,2,1
Fleur The Limited for women,0,0,1,1,0
Set Sail South Seas Tommy Bahama for women,1,0,1,1,1
Set Sail South Seas for Men Tommy Bahama for men,3,5,6,1,3
Freedom for Her Tommy Hilfiger for women,1,0,6,4,4
T Tommy Hilfiger for men,0,1,13,7,9
T Girl Tommy Hilfiger for women,1,2,7,5,2
Tommy Tommy Hilfiger for men,28,64,240,52,17
Donald Trump Trump for men,36,3,17,6,16
Look Vera Wang for women,3,1,27,14,4
Breathless Victoria's Secret for women,5,3,14,12,5
Pink 2001 Victoria's Secret for women,4,2,29,3,3
So In Love Victoria's Secret for women,1,2,9,11,8
Sequoia Abbott New York City for women and men,2,0,4,1,0
Telluride Abbott New York City for women and men,0,0,6,1,3
The Cape Abbott New York City for women and men,0,2,3,0,1
Un1t3d Camou For Men Blauer for men,0,0,1,0,0
RED+MA Blood Concept for women and men,5,2,0,10,2
Burberry Brit Gold Burberry for women,1,2,7,8,17
Cafeina pour Homme Cafe Parfums for men,1,0,1,1,0
L'Essence de Cerruti Cerruti for men,8,8,46,34,6
8 88 Comme des Garcons for women and men,3,8,25,35,8
Daphne Comme des Garcons for women,3,1,2,16,43
Wonderwood Comme des Garcons for men,34,39,146,90,47
Cyber Garden CoSTUME NATIONAL for men,10,10,16,16,12
Hyperbole Courreges for women,2,2,7,3,0
Adventure Davidoff for men,29,47,116,44,8
Cool Water Ocean Extreme Davidoff for men,10,2,13,4,1
Cool Water Wave Davidoff for men,9,17,50,19,17
Arden Beauty Elizabeth Arden for women,12,28,119,49,21
Belle de Jour Eris Parfums for women and men,1,1,4,1,5
Green Spell Eris Parfums for women and men,1,1,0,0,0
Ma Bete Eris Parfums for women and men,2,3,3,5,8
Mx. Eris Parfums for women and men,2,3,2,1,3
Mxxx. Eris Parfums for women and men,0,0,2,0,1
Night Flower Eris Parfums for women and men,2,2,4,3,12
Z Zegna Ermenegildo Zegna for men,4,20,70,21,9
Bendelirious Etat Libre d'Orange for women and men,10,10,12,10,2
Divin'Enfant Etat Libre d'Orange for women and men,11,10,29,68,19
Je Suis un Homme Etat Libre d'Orange for men,5,7,14,30,12
Rien Etat Libre d'Orange for women and men,9,8,22,62,89
Rossy de Palma Eau de Protection Etat Libre d'Orange for women,5,6,25,46,11
Secretions Magnifiques Etat Libre d'Orange for women and men,28,20,23,41,106
Tom of Finland Etat Libre d'Orange for men,5,17,26,35,38
Vierges et Toreros Etat Libre d'Orange for men,7,2,12,27,29
Urban Legend For Her Faberlic for women,0,0,0,0,0
Urban Legend For Him Faberlic for men,0,0,0,0,0
01 05 Eau Verte Fragrance Republic for women and men,2,0,1,0,0
Armani Code Giorgio Armani for men,62,139,706,369,95
Guess Night Guess for men,9,9,26,3,1
Guess Night Access Guess for men,4,4,5,3,4
Joop! Homme Sport Joop! for men,11,5,21,25,3
No Rules Jusbox for women and men,0,0,0,1,0
L'Eau par Kenzo Mirror Edition pour Femme Kenzo for women,5,1,0,1,0
L'Eau par Kenzo Mirror Edition pour Homme Kenzo for men,1,3,8,0,1
Parfum d'Ete 2002 Kenzo for women,9,14,47,10,4
Totem Blue Kenzo for women and men,2,3,3,0,0
Vague de Folie Verte Le Cercle des Parfumeurs Createurs for women and men,1,1,1,0,1
Iris Perle Les Indemodables for women and men,2,0,2,1,0
Musc Des Sables Les Indemodables for women and men,1,1,1,4,1
Rose de Jamal Les Indemodables for women and men,0,2,0,1,0
720 Maison Sybarite for women and men,0,1,0,0,0
Bed Of Roses Maison Sybarite for women,0,0,1,0,1
Opulent Wood Maison Sybarite for women and men,0,0,1,0,2
Bruma Maison Trudon for women and men,1,5,13,3,0
Montana 80 Montana for women,11,2,11,30,7
Sweet Paradise Morgan for women,6,6,2,1,0
Hydrogen [1H] One of Those for women and men,3,9,2,2,1
Mercury [80Hg] One of Those for women and men,2,5,0,5,1
Oxygen [8O] One of Those for women and men,4,5,9,5,4
Sulphur [16S] One of Those for women and men,3,0,8,4,2
Senato Paolo Pecora Milano for women and men,0,0,0,0,0
Paul Smith London Men Paul Smith for men,2,3,11,20,10
Girl Pharrell Williams for women and men,19,13,78,44,28
Aenotus Puredistance for women and men,3,1,5,12,6
Black Puredistance for women and men,2,9,17,28,47
Gold Puredistance for women and men,0,1,5,6,7
Warszawa Puredistance for women and men,0,2,2,9,11
White Puredistance for women,5,1,10,22,23
Quiksilver for Men Quiksilver for men,1,0,9,5,0
Romance for Men Ralph Lauren for men,5,6,54,16,4
S.T. Dupont Intense Pour Femme S.T. Dupont for women,1,5,19,8,3
Black Sun Sport Salvador Dali for men,5,2,8,2,1
Purplelips Salvador Dali for women,4,5,15,1,1
Purplelips Sensual Salvador Dali for women,11,3,14,10,4
Incanto Amity Salvatore Ferragamo for women,4,5,6,2,3
Spirit of Lovely Flowers Spirit for women,0,1,0,0,0
DO ± Washi UER MI for women and men,0,0,0,2,2
NO ± Suede UER MI for women and men,1,0,3,5,2
XX ± Latex UER MI for women and men,0,1,2,0,1
Valentino Gold Valentino for women,2,3,3,6,0
First Premier Bouquet Van Cleef & Arpels for women,2,2,10,8,3
Crystal Noir Versace for women,69,103,352,720,336
Acqua di Parma Magnolia Nobile Acqua di Parma for women,7,12,46,60,11
Eau Fraiche Biotherm for women,1,1,4,4,1
Bottega Veneta Pour Homme Bottega Veneta for men,29,42,96,28,18
Bottega Veneta Pour Homme Extreme Bottega Veneta for men,18,8,27,45,19
Bottega Veneta Pour Homme Parfum Bottega Veneta for men,6,10,39,31,6
Boucheron Quatre Boucheron for women,7,10,34,51,15
Burberry Brit For Him Limited Edition Burberry for men,1,0,1,2,0
Burberry Brit for Men Burberry for men,26,57,272,137,24
Burberry Brit Rhythm for Women Burberry for women,24,25,64,153,38
Burberry London for Men Special Edition 2009 Burberry for men,1,1,16,3,0
Burberry London Special Edition for Men Burberry for men,1,4,8,2,2
Burberry Sport for Men Burberry for men,7,55,63,9,5
London for Men Burberry for men,147,230,872,357,110
Coach Dreams Coach for women,4,2,9,6,3
Black Comme des Garcons for women and men,2,6,11,8,2
Comme des Garcons 2011 Comme des Garcons for women and men,4,5,11,12,10
Green Comme des Garcons for women and men,1,10,16,4,2
Red Comme des Garcons for women and men,1,1,11,2,3
Scent Three: Sugi Comme des Garcons for women and men,12,6,16,11,4
Scent Two: Laurel Comme des Garcons for men,4,3,25,8,4
Only The Brave Wild Diesel for men,7,8,24,13,10
Nice Bergamote Essential Parfums for women and men,4,2,10,1,1
Antiheros Etat Libre d'Orange for women and men,5,6,8,8,3
Don't Get Me Wrong Baby Etat Libre d'Orange for women,10,8,13,5,1
Eloge du Traitre Etat Libre d'Orange for women and men,2,6,7,26,5
Encens et Bubblegum Etat Libre d'Orange for women,3,6,6,7,3
Fat Electrician Semi-Modern Vetiver Etat Libre d'Orange for men,15,25,52,84,17
Jasmin et Cigarette Etat Libre d'Orange for women,14,18,64,40,17
Noel au Balcon Etat Libre d'Orange for women,3,5,33,27,9
Rossy de Palma Eau de Protection Etat Libre d'Orange for women,5,6,25,46,11
Vierges et Toreros Etat Libre d'Orange for men,7,2,12,27,29
Vraie Blonde Etat Libre d'Orange for women,7,4,23,5,5
Armani Code Absolu Giorgio Armani for men,29,32,48,250,53
Armani Code Absolu Gold Giorgio Armani for men,4,2,3,11,5
Armani Code Colonia Giorgio Armani for men,34,21,74,75,11
Armani Code Profumo Giorgio Armani for men,45,46,107,415,308
Armani Code Ultimate Giorgio Armani for men,19,12,66,172,53
Eau de Jade Giorgio Armani for women and men,3,6,19,5,6
Gucci Eau de Parfum II Gucci for women,36,34,114,62,22
Gucci Rush for Men Gucci for men,10,16,49,21,36
The Iceberg Fragrance for Men Iceberg for men,0,1,7,14,3
JOOP! Homme Absolute Joop! for men,15,12,16,11,6
Marry Me Lanvin for women,11,40,101,75,26
Marry Me Confettis Lanvin for women,2,2,2,0,0
Marry Me! Love Edition Lanvin for women,1,1,3,6,2
Monaco Parfums L'Eau Azur Monaco Parfums for men,0,1,0,0,0
Monaco Parfums Man Monaco Parfums for men,0,0,2,0,0
Explorer Montblanc for men,62,78,188,241,49
Legend Night Montblanc for men,46,32,90,52,18
Moschino Funny! Moschino for women,16,46,146,48,17
Luna Radiante Natura for women,0,0,0,1,0
Una Blush Natura for women,0,0,1,0,0
Paul Smith Extreme Woman Paul Smith for women,5,6,18,16,3
Paul Smith Rose Paul Smith for women,16,35,139,45,13
Paul Smith Rose Romantic Edition Paul Smith for women,1,0,1,0,0
Paul Smith Rose Summer Edition Paul Smith for women,0,0,3,1,0
Rose Summer Edition Paul Smith for women,1,1,6,1,0
BalMan Pierre Balmain for men,0,2,7,18,5
Quiksilver for Men Quiksilver for men,1,0,9,5,0
Roxy Roxy for women,0,3,2,3,0
L'Eau de S.T. Dupont pour Homme S.T. Dupont for men,1,6,3,3,0
Ferragamo Salvatore Ferragamo for men,4,1,4,7,10
Stephen Jones Stephen Jones for women and men,1,1,3,21,3
Shanghai Lily Tom Ford for women,13,13,30,68,26
Velvet Orchid Tom Ford for women,57,50,145,273,142
Valentino Donna Valentino for women,36,45,130,104,46
Valentino Uomo Born in Roma Valentino for men,8,2,19,13,12
Collection Extraordinaire California Reverie Van Cleef & Arpels for women,17,30,31,20,3
Collection Extraordinaire Muguet Blanc Van Cleef & Arpels for women,2,4,11,6,4
Collection Extraordinaire Rose Velours Van Cleef & Arpels for women,4,10,23,13,4
Feerie Van Cleef & Arpels for women,20,33,94,40,25
Feerie Rubis Van Cleef & Arpels for women,4,7,10,8,0
Couture Jasmine Versace for women,2,1,2,1,1
Victoria's Secret Forbidden Victoria's Secret for women,7,12,12,3,6
Comme une Evidence Homme Yves Rocher for men,11,11,56,22,3
Alhambra Antonio Visconti for women and men,0,1,1,2,0
Bal Masqué Antonio Visconti for women and men,0,0,0,0,0
Black Tear Antonio Visconti for women and men,0,0,0,0,1
Coeur de Vanille Antonio Visconti for women,3,2,1,4,6
Foliage Antonio Visconti for women and men,1,0,0,0,0
Glam Flower Antonio Visconti for women,0,0,0,0,0
Juicy Flower Antonio Visconti for women and men,0,0,0,0,0
La Divina Tubereuse Antonio Visconti for women and men,0,0,1,0,0
Le Sens du Plaisir Antonio Visconti for women,0,0,0,0,0
Oud Maharaji Antonio Visconti for women and men,0,0,1,1,1
Oud Mohave Antonio Visconti for women and men,0,0,0,0,0
Oud Nomade Antonio Visconti for women and men,0,0,0,0,1
Rebel Antonio Visconti for women and men,0,0,1,1,0
Sea Island Antonio Visconti for women and men,1,0,1,1,2
Silver Wood Antonio Visconti for women and men,0,0,0,0,0
Absolute Royal Crown for women and men,2,1,0,1,4
Adventure Royal Crown for women and men,0,1,2,1,0
AL Kimiya Royal Crown for women and men,3,2,2,3,12
Ambrosia Royal Crown for women and men,0,0,0,2,4
Azhar Royal Crown for women and men,0,0,0,0,0
Azimuth Royal Crown for women and men,0,0,1,0,0
Capture Royal Crown for women and men,0,0,0,0,0
Celebration Royal Crown for women and men,0,1,2,5,12
Chimera Royal Crown for women,1,0,0,0,0
Flair Royal Crown for women,0,1,0,1,0
Flying Dutch Royal Crown for women and men,1,1,1,0,0
Habanos Royal Crown for men,1,3,5,5,6
Les Petits Coquins Royal Crown for women,0,1,0,0,1
Musk Ubar Royal Crown for men,0,1,0,5,2
My Oud Royal Crown for women and men,1,0,1,1,1
Narkao Royal Crown for women and men,1,1,0,1,0
Noor Royal Crown for women,1,1,0,0,9
Oblivio Royal Crown for women and men,0,0,0,0,0
Oud Al Ain Royal Crown for women and men,0,0,0,0,2
Oud Al Melka Royal Crown for women,0,0,1,1,8
Oud Jasmine Royal Crown for women and men,0,0,1,5,4
Oud Santal Royal Crown for women and men,3,1,1,6,0
Poudre de Fleurs Royal Crown for women,1,0,1,0,6
Rain Royal Crown for men,0,0,0,13,2
Reflextion Royal Crown for women,2,0,0,2,0
Rose Masquat Royal Crown for women,0,1,0,1,1
So Gold Royal Crown for women and men,0,1,0,0,0
Tabac Royal Royal Crown for women and men,1,3,2,5,0
Tenebra Royal Crown for women,0,0,1,1,1
Upper Class Royal Crown for men,1,1,2,0,8
Ytzma Royal Crown for women and men,1,0,3,3,8
18 Parfum National 1918 Parfum National for women and men,0,0,0,0,0
19 Parfum National 1918 Parfum National for women and men,0,0,0,0,0
Aclus Accendis for women and men,1,0,3,3,0
