perfumers_name,perfume_name,url
Camille Goutal, Rose Splendide,https://www.fragrantica.com/perfume/Annick-Goutal/Rose-Splendide-9392.html
Camille Goutal, Songes,https://www.fragrantica.com/perfume/Annick-Goutal/Songes-1609.html
Camille Goutal, Un Matin d'Orage,https://www.fragrantica.com/perfume/Annick-Goutal/Un-Matin-d-Orage-5586.html
Camille Goutal, Vanille Exquise,https://www.fragrantica.com/perfume/Annick-Goutal/Vanille-Exquise-4636.html
Camille Goutal, Vent de Folie,https://www.fragrantica.com/perfume/Annick-Goutal/Vent-de-Folie-26094.html
Carlos Benaim, Liquidnight,https://www.fragrantica.com/perfume/A-Lab-on-Fire/Liquidnight-16919.html
Carlos Benaim, Century,https://www.fragrantica.com/perfume/Alfred-Dunhill/Century-50652.html
Carlos Benaim, Icon,https://www.fragrantica.com/perfume/Alfred-Dunhill/Icon-29229.html
Carlos Benaim, Quorum,https://www.fragrantica.com/perfume/Antonio-Puig/Quorum-3825.html
Carlos Benaim, Havana Pour Elle,https://www.fragrantica.com/perfume/Aramis/Havana-Pour-Elle-558.html
Carlos Benaim, Christian Lacroix Nuit,https://www.fragrantica.com/perfume/Avon/Christian-Lacroix-Nuit-13164.html
Carlos Benaim, Christian Lacroix Rouge,https://www.fragrantica.com/perfume/Avon/Christian-Lacroix-Rouge-1227.html
Carlos Benaim, Jaipur Bracelet Limited Edition,https://www.fragrantica.com/perfume/Boucheron/Jaipur-Bracelet-Limited-Edition-17969.html
Carlos Benaim, Jasmin Noir,https://www.fragrantica.com/perfume/Bvlgari/Jasmin-Noir-3750.html
Carlos Benaim, Jasmin Noir Eau de Toilette,https://www.fragrantica.com/perfume/Bvlgari/Jasmin-Noir-Eau-de-Toilette-6105.html
Carlos Benaim, Promesse,https://www.fragrantica.com/perfume/Cacharel/Promesse-240.html
Carlos Benaim, CK IN2U for Her,https://www.fragrantica.com/perfume/Calvin-Klein/CK-IN2U-for-Her-934.html
Carlos Benaim, CK IN2U for Him,https://www.fragrantica.com/perfume/Calvin-Klein/CK-IN2U-for-Him-933.html
Carlos Benaim, CK IN2U Her Collectables,https://www.fragrantica.com/perfume/Calvin-Klein/CK-IN2U-Her-Collectables-6926.html
Carlos Benaim, CK IN2U Him Collectables,https://www.fragrantica.com/perfume/Calvin-Klein/CK-IN2U-Him-Collectables-6927.html
Carlos Benaim, Contradiction,https://www.fragrantica.com/perfume/Calvin-Klein/Contradiction-256.html
Carlos Benaim, Eternity For Men,https://www.fragrantica.com/perfume/Calvin-Klein/Eternity-For-Men-258.html
Carlos Benaim, Eternity For Men Collector Edition 2016,https://www.fragrantica.com/perfume/Calvin-Klein/Eternity-For-Men-Collector-Edition-2016-42467.html
Carlos Benaim, Eternity For Men Summer 2005,https://www.fragrantica.com/perfume/Calvin-Klein/Eternity-For-Men-Summer-2005-263.html
Carlos Benaim, Eternity For Men Summer 2007,https://www.fragrantica.com/perfume/Calvin-Klein/Eternity-For-Men-Summer-2007-2812.html
Carlos Benaim, Eternity For Men Summer 2008,https://www.fragrantica.com/perfume/Calvin-Klein/Eternity-For-Men-Summer-2008-2751.html
Carlos Benaim, Euphoria,https://www.fragrantica.com/perfume/Calvin-Klein/Euphoria-253.html
Carlos Benaim, Euphoria Blossom,https://www.fragrantica.com/perfume/Calvin-Klein/Euphoria-Blossom-254.html
Carlos Benaim, Euphoria Crystal Edition,https://www.fragrantica.com/perfume/Calvin-Klein/Euphoria-Crystal-Edition-3977.html
Carlos Benaim, Euphoria Men,https://www.fragrantica.com/perfume/Calvin-Klein/Euphoria-Men-799.html
Carlos Benaim, Euphoria Men Intense,https://www.fragrantica.com/perfume/Calvin-Klein/Euphoria-Men-Intense-1952.html
Carlos Benaim, Euphoria Spring Temptation,https://www.fragrantica.com/perfume/Calvin-Klein/Euphoria-Spring-Temptation-5460.html
Carlos Benaim, 212 VIP Black,https://www.fragrantica.com/perfume/Carolina-Herrera/212-VIP-Black-46093.html
Carlos Benaim, Carolina,https://www.fragrantica.com/perfume/Carolina-Herrera/Carolina-287.html
Carlos Benaim, Carolina Herrera,https://www.fragrantica.com/perfume/Carolina-Herrera/Carolina-Herrera-41888.html
Carlos Benaim, Carolina Herrera by Carolina Herrera,https://www.fragrantica.com/perfume/Carolina-Herrera/Carolina-Herrera-by-Carolina-Herrera-286.html
Carlos Benaim, Chic For Men,https://www.fragrantica.com/perfume/Carolina-Herrera/Chic-For-Men-293.html
Carlos Benaim, Flore,https://www.fragrantica.com/perfume/Carolina-Herrera/Flore-5723.html
Carlos Benaim, Herrera Aqua,https://www.fragrantica.com/perfume/Carolina-Herrera/Herrera-Aqua-288.html
Carlos Benaim, Herrera For Men,https://www.fragrantica.com/perfume/Carolina-Herrera/Herrera-For-Men-289.html
Carlos Benaim, Chloe Collection 2005,https://www.fragrantica.com/perfume/Chlo-/Chloe-Collection-2005-347.html
Carlos Benaim, Pure Poison,https://www.fragrantica.com/perfume/Christian-Dior/Pure-Poison-214.html
Carlos Benaim, Rouge,https://www.fragrantica.com/perfume/Christian-Lacroix/Rouge-1016.html
Carlos Benaim, La Voce Renee Fleming,https://www.fragrantica.com/perfume/Coty/La-Voce-Renee-Fleming-4065.html
Carlos Benaim, Devastatingly Chic,https://www.fragrantica.com/perfume/Diana-Vreeland/Devastatingly-Chic-32204.html
Carlos Benaim, Outrageous Collection Outrageously Vibrant,https://www.fragrantica.com/perfume/Diana-Vreeland/Outrageous-Collection-Outrageously-Vibrant-39238.html
Carlos Benaim, Outrageously Vibrant,https://www.fragrantica.com/perfume/Diana-Vreeland/Outrageously-Vibrant-26728.html
Carlos Benaim, Vivaciously Bold,https://www.fragrantica.com/perfume/Diana-Vreeland/Vivaciously-Bold-35884.html
Carlos Benaim, Wildly Attractive,https://www.fragrantica.com/perfume/Diana-Vreeland/Wildly-Attractive-45953.html
Carlos Benaim, Bad,https://www.fragrantica.com/perfume/Diesel/Bad-39383.html
Carlos Benaim, Only The Brave High,https://www.fragrantica.com/perfume/Diesel/Only-The-Brave-High-43412.html
Carlos Benaim, Genre,https://www.fragrantica.com/perfume/Edward-Bess/Genre-41737.html
Carlos Benaim, La Femme Bohème,https://www.fragrantica.com/perfume/Edward-Bess/La-Femme-Boh-me-41736.html
Carlos Benaim, Last Night,https://www.fragrantica.com/perfume/Edward-Bess/Last-Night-53869.html
Carlos Benaim, Spanish Veil,https://www.fragrantica.com/perfume/Edward-Bess/Spanish-Veil-41738.html
Carlos Benaim, Provocative Interlude,https://www.fragrantica.com/perfume/Elizabeth-Arden/Provocative-Interlude-85.html
Carlos Benaim, Red Door,https://www.fragrantica.com/perfume/Elizabeth-Arden/Red-Door-86.html
Carlos Benaim, Red Door 25 Eau de Parfum,https://www.fragrantica.com/perfume/Elizabeth-Arden/Red-Door-25-Eau-de-Parfum-27514.html
Carlos Benaim, Red Door Aura,https://www.fragrantica.com/perfume/Elizabeth-Arden/Red-Door-Aura-16500.html
Carlos Benaim, Violet Eyes,https://www.fragrantica.com/perfume/Elizabeth-Taylor/Violet-Eyes-8473.html
Carlos Benaim, White Diamonds,https://www.fragrantica.com/perfume/Elizabeth-Taylor/White-Diamonds-887.html
Carlos Benaim, White Diamonds Parfum,https://www.fragrantica.com/perfume/Elizabeth-Taylor/White-Diamonds-Parfum-35786.html
Carlos Benaim, Pleasures For Men,https://www.fragrantica.com/perfume/Est-e-Lauder/Pleasures-For-Men-535.html
Carlos Benaim, Dawn,https://www.fragrantica.com/perfume/Frederic-Malle/Dawn-52195.html
Carlos Benaim, Eau De Magnolia,https://www.fragrantica.com/perfume/Frederic-Malle/Eau-De-Magnolia-25042.html
Carlos Benaim, Music For a While,https://www.fragrantica.com/perfume/Frederic-Malle/Music-For-a-While-47795.html
Carlos Benaim, Armani Code Cashmere,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Cashmere-42278.html
Carlos Benaim, Armani Code for Women,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-for-Women-413.html
Carlos Benaim, Armani Code Mirror Edition,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Mirror-Edition-5204.html
Carlos Benaim, Emporio Armani Lui,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Lui-416.html
Carlos Benaim, Very Irresistible,https://www.fragrantica.com/perfume/Givenchy/Very-Irresistible-33.html
Carlos Benaim, Very Irresistible Eau de Parfum,https://www.fragrantica.com/perfume/Givenchy/Very-Irresistible-Eau-de-Parfum-40155.html
Carlos Benaim, Very Irresistible for men,https://www.fragrantica.com/perfume/Givenchy/Very-Irresistible-for-men-34.html
Carlos Benaim, Very Irresistible L'Eau en Rose,https://www.fragrantica.com/perfume/Givenchy/Very-Irresistible-L-Eau-en-Rose-22975.html
Carlos Benaim, Halloween Fleur,https://www.fragrantica.com/perfume/Halloween/Halloween-Fleur-19000.html
Carlos Benaim, Halston Man,https://www.fragrantica.com/perfume/Halston/Halston-Man-6488.html
Carlos Benaim, Halston Woman,https://www.fragrantica.com/perfume/Halston/Halston-Woman-6487.html
Carlos Benaim, Wanted,https://www.fragrantica.com/perfume/Helena-Rubinstein/Wanted-6525.html
Carlos Benaim, Aspen,https://www.fragrantica.com/perfume/Ignacio-Figueras/Aspen-61455.html
Carlos Benaim, Buenos Aires,https://www.fragrantica.com/perfume/Ignacio-Figueras/Buenos-Aires-61454.html
Carlos Benaim, Dubai,https://www.fragrantica.com/perfume/Ignacio-Figueras/Dubai-61456.html
Carlos Benaim, Jaipur,https://www.fragrantica.com/perfume/Ignacio-Figueras/Jaipur-61457.html
Carlos Benaim, Palm Beach,https://www.fragrantica.com/perfume/Ignacio-Figueras/Palm-Beach-61458.html
Carlos Benaim, Windsor,https://www.fragrantica.com/perfume/Ignacio-Figueras/Windsor-61459.html
Carlos Benaim, Neiges,https://www.fragrantica.com/perfume/Lise-Watier/Neiges-3853.html
Carlos Benaim, Mambo for Men,https://www.fragrantica.com/perfume/Liz-Claiborne/Mambo-for-Men-4198.html
Carlos Benaim, Aire Loco,https://www.fragrantica.com/perfume/Loewe/Aire-Loco-6949.html
Carlos Benaim, Loco,https://www.fragrantica.com/perfume/Loewe/Loco-45745.html
Carlos Benaim," Quizas, Quizas, Quizas",https://www.fragrantica.com/perfume/Loewe/Quizas-Quizas-Quizas-2576.html
Carlos Benaim," Quizás, Quizás, Quizás Eau de Toilette",https://www.fragrantica.com/perfume/Loewe/Quiz-s-Quiz-s-Quiz-s-Eau-de-Toilette-37734.html
Carlos Benaim, Karat EG,https://www.fragrantica.com/perfume/Maison-d-ETTO/Karat-EG-60436.html
Carlos Benaim, Rotano,https://www.fragrantica.com/perfume/Maison-d-ETTO/Rotano-60437.html
Carlos Benaim, Promenade In The Gardens,https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Promenade-In-The-Gardens-20543.html
Carlos Benaim, Luscious Pink,https://www.fragrantica.com/perfume/Mariah-Carey/Luscious-Pink-3749.html
Carlos Benaim, Luscious Pink Deluxe Edition Parfum,https://www.fragrantica.com/perfume/Mariah-Carey/Luscious-Pink-Deluxe-Edition-Parfum-5455.html
Carlos Benaim, M,https://www.fragrantica.com/perfume/Mariah-Carey/M-1151.html
Carlos Benaim, M by Mariah Carey Gold Deluxe Edition,https://www.fragrantica.com/perfume/Mariah-Carey/M-by-Mariah-Carey-Gold-Deluxe-Edition-2858.html
Carlos Benaim, Pixie Rose,https://www.fragrantica.com/perfume/MojoMagique/Pixie-Rose-35546.html
Carlos Benaim, Premier Jour,https://www.fragrantica.com/perfume/Nina-Ricci/Premier-Jour-520.html
Carlos Benaim, Live in Love,https://www.fragrantica.com/perfume/Oscar-de-la-Renta/Live-in-Love-13089.html
Carlos Benaim, Prada (Amber),https://www.fragrantica.com/perfume/Prada/Prada-Amber--1045.html
Carlos Benaim, Prada Tendre,https://www.fragrantica.com/perfume/Prada/Prada-Tendre-2059.html
Carlos Benaim, Legacy of English Elegance - White Tea,https://www.fragrantica.com/perfume/Ralph-Lauren/Legacy-of-English-Elegance-White-Tea-39414.html
Carlos Benaim, Polo,https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-890.html
Carlos Benaim, Polo Blue,https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Blue-1198.html
Carlos Benaim, Polo Blue Eau de Parfum,https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Blue-Eau-de-Parfum-38051.html
Carlos Benaim, Polo Blue Gold Blend,https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Blue-Gold-Blend-54604.html
Carlos Benaim, Polo Deep Blue Parfum,https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Deep-Blue-Parfum-59650.html
Carlos Benaim, Polo Modern Reserve,https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Modern-Reserve-4782.html
Carlos Benaim, Polo Supreme Cashmere,https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Supreme-Cashmere-43529.html
Carlos Benaim, Polo Supreme Oud,https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Supreme-Oud-29082.html
Carlos Benaim, Saffron,https://www.fragrantica.com/perfume/Ralph-Lauren/Saffron-52138.html
Carlos Benaim, Song of America - Magnolia,https://www.fragrantica.com/perfume/Ralph-Lauren/Song-of-America-Magnolia-39420.html
Carlos Benaim, Treasures of Safari - Amber,https://www.fragrantica.com/perfume/Ralph-Lauren/Treasures-of-Safari-Amber-39421.html
Carlos Benaim, Treasures of Safari - Oud,https://www.fragrantica.com/perfume/Ralph-Lauren/Treasures-of-Safari-Oud-39422.html
Carlos Benaim, Himiko,https://www.fragrantica.com/perfume/S-Perfume/Himiko-27405.html
Carlos Benaim, Musk S,https://www.fragrantica.com/perfume/S-Perfume/Musk-S-27403.html
Carlos Benaim, Berber Blonde,https://www.fragrantica.com/perfume/Sana-Jardin/Berber-Blonde-46702.html
Carlos Benaim, Celestial Patchouli,https://www.fragrantica.com/perfume/Sana-Jardin/Celestial-Patchouli-46703.html
Carlos Benaim, Nubian Musk,https://www.fragrantica.com/perfume/Sana-Jardin/Nubian-Musk-46705.html
Carlos Benaim, Revolution de la Fleur,https://www.fragrantica.com/perfume/Sana-Jardin/Revolution-de-la-Fleur-46704.html
Carlos Benaim, Sandalwood Temple,https://www.fragrantica.com/perfume/Sana-Jardin/Sandalwood-Temple-46701.html
Carlos Benaim, Savage Jasmine,https://www.fragrantica.com/perfume/Sana-Jardin/Savage-Jasmine-46700.html
Carlos Benaim, Tiger By Her Side,https://www.fragrantica.com/perfume/Sana-Jardin/Tiger-By-Her-Side-46699.html
Carlos Benaim, Gold Lily,https://www.fragrantica.com/perfume/Shanghai-Tang/Gold-Lily-29175.html
Carlos Benaim, Jade Dragon,https://www.fragrantica.com/perfume/Shanghai-Tang/Jade-Dragon-29180.html
Carlos Benaim, L'Orient,https://www.fragrantica.com/perfume/Shanghai-Tang/L-Orient-29181.html
Carlos Benaim, Mandarin Tea,https://www.fragrantica.com/perfume/Shanghai-Tang/Mandarin-Tea-29182.html
Carlos Benaim, Orchid Bloom,https://www.fragrantica.com/perfume/Shanghai-Tang/Orchid-Bloom-29178.html
Carlos Benaim, Oriental Pearl,https://www.fragrantica.com/perfume/Shanghai-Tang/Oriental-Pearl-29179.html
Carlos Benaim, Rose Silk,https://www.fragrantica.com/perfume/Shanghai-Tang/Rose-Silk-29177.html
Carlos Benaim, Spring Jasmine,https://www.fragrantica.com/perfume/Shanghai-Tang/Spring-Jasmine-29176.html
Carlos Benaim, Eau Mega,https://www.fragrantica.com/perfume/Viktor-Rolf/Eau-Mega-6484.html
Carlos Benaim, Flowerbomb,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-1460.html
Carlos Benaim, Flowerbomb Black Sparkle,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Black-Sparkle-42311.html
Carlos Benaim, Flowerbomb Bomblicious,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Bomblicious-56584.html
Carlos Benaim, Flowerbomb Christmas 2010 Edition,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Christmas-2010-Edition-10249.html
Carlos Benaim, Flowerbomb Christmas 2018 Edition,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Christmas-2018-Edition-51912.html
Carlos Benaim, Flowerbomb Eau de Toilette,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Eau-de-Toilette-11555.html
Carlos Benaim, Flowerbomb Extreme,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Extreme-1462.html
Carlos Benaim, Flowerbomb Extreme 2007,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Extreme-2007-1792.html
Carlos Benaim, Flowerbomb Gold Edition,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Gold-Edition-47419.html
Carlos Benaim, Flowerbomb Holiday Edition 2017,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Holiday-Edition-2017-47418.html
Carlos Benaim, Flowerbomb Holiday Edition 2019,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Holiday-Edition-2019-56980.html
Carlos Benaim, Flowerbomb Holiday Limited Edition 2018,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Holiday-Limited-Edition-2018-52087.html
Carlos Benaim, Flowerbomb Limited Edition 2011,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Limited-Edition-2011-34277.html
Carlos Benaim, Flowerbomb Limited Edition 2015,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Limited-Edition-2015-29576.html
Carlos Benaim, Flowerbomb Midnight,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Midnight-53550.html
Carlos Benaim, Flowerbomb Pearl Pink Limited Edition,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Pearl-Pink-Limited-Edition-47417.html
Carlos Benaim, Flowerbomb Pink Chrome,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Pink-Chrome-53043.html
Carlos Benaim, Flowerbomb Pink Crystal Limited Edition,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Pink-Crystal-Limited-Edition-41616.html
Carlos Benaim, Flowerbomb Pink Sparkle,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Pink-Sparkle-7376.html
Carlos Benaim, Flowerbomb Rose Gold,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Rose-Gold-53044.html
Carlos Benaim, Flowerbomb Silver Eau de Parfum,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Silver-Eau-de-Parfum-47416.html
Carlos Benaim, Flowerbomb Swarovski Edition 2016,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Swarovski-Edition-2016-42193.html
Carlos Benaim, Flowerbomb Swarovski Edition 2017,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Swarovski-Edition-2017-47420.html
Carlos Benaim, Flowerbomb Swarovski Edition 2020,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Swarovski-Edition-2020-58954.html
Carlos Benaim, Flowerbomb Swarovski Ribbon Edition,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Swarovski-Ribbon-Edition-22519.html
Carlos Benaim, Flowerbomb Swarovski® Holiday Limited Edition,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Swarovski-Holiday-Limited-Edition-52513.html
Carlos Benaim, 6 place Saint Sulpice,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/6-place-Saint-Sulpice-47737.html
Carlos Benaim, Art Collection: L'Homme Libre,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Art-Collection-L-Homme-Libre-57677.html
Carlos Benaim, Caban,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Caban-32267.html
Carlos Benaim, Jumpsuit,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Jumpsuit-60082.html
Carlos Benaim, L'Homme Libre,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/L-Homme-Libre-12602.html
Carlos Benaim, Libre,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Libre-56077.html
Carlos Benaim, Velours,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Velours-40932.html
Carlos Benaim, Textures Green,https://www.fragrantica.com/perfume/Zara/Textures-Green-12160.html
Carlos Benaim, Textures Lilac,https://www.fragrantica.com/perfume/Zara/Textures-Lilac-12161.html
Carlos Benaim, Textures Pink,https://www.fragrantica.com/perfume/Zara/Textures-Pink-12159.html
Carlos Vinals, FR/18,https://www.fragrantica.com/perfume/A-N-OTHER/FR-18-47796.html
Carlos Vinals, Pull & Bear,https://www.fragrantica.com/perfume/Antonio-Puig/Pull-Bear-32295.html
Carlos Vinals, Pulse NYC,https://www.fragrantica.com/perfume/Beyonce/Pulse-NYC-17224.html
Carlos Vinals, Higher Energy,https://www.fragrantica.com/perfume/Christian-Dior/Higher-Energy-234.html
Carlos Vinals, 5th Avenue NYC Live,https://www.fragrantica.com/perfume/Elizabeth-Arden/5th-Avenue-NYC-Live-53071.html
Carlos Vinals, Inspire,https://www.fragrantica.com/perfume/Ellen-Tracy/Inspire-3583.html
Carlos Vinals, Harajuku Lovers Sunshine Cuties Lil's Angel,https://www.fragrantica.com/perfume/Harajuku-Lovers/Harajuku-Lovers-Sunshine-Cuties-Lil-s-Angel-7414.html
Carlos Vinals, JV x NJ Crimson,https://www.fragrantica.com/perfume/John-Varvatos/JV-x-NJ-Crimson-51718.html
Carlos Vinals, JV x NJ Silver,https://www.fragrantica.com/perfume/John-Varvatos/JV-x-NJ-Silver-57533.html
Carlos Vinals, Aqua di Roma,https://www.fragrantica.com/perfume/Laura-Biagiotti/Aqua-di-Roma-1882.html
Carlos Vinals, Curve Crush,https://www.fragrantica.com/perfume/Liz-Claiborne/Curve-Crush-2175.html
Carlos Vinals, Marc Jacobs Splash Cotton,https://www.fragrantica.com/perfume/Marc-Jacobs/Marc-Jacobs-Splash-Cotton-1664.html
Carlos Vinals, Maria Sharapova,https://www.fragrantica.com/perfume/Maria-Sharapova/Maria-Sharapova-4940.html
Carlos Vinals, Floratta Love Flower,https://www.fragrantica.com/perfume/O-Botic-rio/Floratta-Love-Flower-58777.html
Carlos Vinals, Linda Inspiração,https://www.fragrantica.com/perfume/O-Botic-rio/Linda-Inspira-o-33549.html
Carlos Vinals, Mandrake,https://www.fragrantica.com/perfume/Parfums-Quartana/Mandrake-39234.html
Carlos Vinals, Shania by Stetson,https://www.fragrantica.com/perfume/Shania-Twain/Shania-by-Stetson-5504.html
Carlos Vinals, Hero,https://www.fragrantica.com/perfume/Symrise/Hero-61361.html
Carlos Vinals, Valor Eau de Toilette for Men,https://www.fragrantica.com/perfume/Valor/Valor-Eau-de-Toilette-for-Men-31106.html
Carlos Vinals, Dream Angels Blush Eau de Parfum,https://www.fragrantica.com/perfume/Victoria-s-Secret/Dream-Angels-Blush-Eau-de-Parfum-18178.html
Caroline Dumur, Chlorophyll Gardenia,https://www.fragrantica.com/perfume/Comme-des-Garcons/Chlorophyll-Gardenia-57514.html
Caroline Dumur, Odeur Du Théâtre Du Châtelet Acte I,https://www.fragrantica.com/perfume/Comme-des-Garcons/Odeur-Du-Th-tre-Du-Ch-telet-Acte-I-57481.html
Caroline Dumur, Icon,https://www.fragrantica.com/perfume/Etienne-Aigner/Icon-51832.html
Caroline Dumur, Iris Crush,https://www.fragrantica.com/perfume/Jimmy-Choo/Iris-Crush-60129.html
Caroline Dumur, So Sweet,https://www.fragrantica.com/perfume/Lolita-Lempicka/So-Sweet-39303.html
Caroline Dumur, Love Kills,https://www.fragrantica.com/perfume/Masque-Milano/Love-Kills-54644.html
Caroline Dumur, Born to Fly For Him,https://www.fragrantica.com/perfume/Oriflame/Born-to-Fly-For-Him-53559.html
Caroline Dumur, Pure XS,https://www.fragrantica.com/perfume/Paco-Rabanne/Pure-XS-46038.html
Caroline Dumur, Pure XS Night,https://www.fragrantica.com/perfume/Paco-Rabanne/Pure-XS-Night-53453.html
Caroline Sabas, Animale Instinct Homme,https://www.fragrantica.com/perfume/Animale/Animale-Instinct-Homme-56723.html
Caroline Sabas, A Rather Novel Collection Taverns & The Hague by Caroline Sabas,https://www.fragrantica.com/perfume/Anthropologie/A-Rather-Novel-Collection-Taverns-The-Hague-by-Caroline-Sabas-12837.html
Caroline Sabas, Attraction Rush for Him,https://www.fragrantica.com/perfume/Avon/Attraction-Rush-for-Him-45980.html
Caroline Sabas, Little Sequin Dress,https://www.fragrantica.com/perfume/Avon/Little-Sequin-Dress-43813.html
Caroline Sabas, Badgley Mischka Couture,https://www.fragrantica.com/perfume/Badgley-Mischka/Badgley-Mischka-Couture-4809.html
Caroline Sabas, Badgley Mischka Couture Parfum Elixir,https://www.fragrantica.com/perfume/Badgley-Mischka/Badgley-Mischka-Couture-Parfum-Elixir-35788.html
Caroline Sabas, Midnight Fantasy,https://www.fragrantica.com/perfume/Britney-Spears/Midnight-Fantasy-802.html
Caroline Sabas, Downtown,https://www.fragrantica.com/perfume/Calvin-Klein/Downtown-18392.html
Caroline Sabas, Charles Jourdan The Parfum,https://www.fragrantica.com/perfume/Charles-Jourdan/Charles-Jourdan-The-Parfum-476.html
Caroline Sabas, Christian Audigier For Him,https://www.fragrantica.com/perfume/Christian-Audigier/Christian-Audigier-For-Him-7241.html
Caroline Sabas, Vetiver,https://www.fragrantica.com/perfume/Commodity/Vetiver-44647.html
Caroline Sabas, Sunflowers Summer Air,https://www.fragrantica.com/perfume/Elizabeth-Arden/Sunflowers-Summer-Air-49103.html
Caroline Sabas, White Tea,https://www.fragrantica.com/perfume/Elizabeth-Arden/White-Tea-42439.html
Caroline Sabas, Miami Blossom,https://www.fragrantica.com/perfume/Escada/Miami-Blossom-53054.html
Caroline Sabas, You Or Someone Like You,https://www.fragrantica.com/perfume/Etat-Libre-d-Orange/You-Or-Someone-Like-You-43531.html
Caroline Sabas, Faith Hill,https://www.fragrantica.com/perfume/Faith-Hill/Faith-Hill-7712.html
Caroline Sabas, Oud Orange Intense,https://www.fragrantica.com/perfume/Fragrance-Du-Bois/Oud-Orange-Intense-24482.html
Caroline Sabas, Cannabis Santal,https://www.fragrantica.com/perfume/Fresh/Cannabis-Santal-2401.html
Caroline Sabas, Glowing,https://www.fragrantica.com/perfume/Jennifer-Lopez/Glowing-14531.html
Caroline Sabas, Miami Glow,https://www.fragrantica.com/perfume/Jennifer-Lopez/Miami-Glow-870.html
Caroline Sabas, Oud Musc,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Oud-Musc-53948.html
Caroline Sabas, Santal Musc,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Santal-Musc-47303.html
Caroline Sabas, Natori,https://www.fragrantica.com/perfume/Natori/Natori-6691.html
Caroline Sabas, Frenzy,https://www.fragrantica.com/perfume/Nicole-Miller/Frenzy-6271.html
Caroline Sabas, Reb'l Fleur,https://www.fragrantica.com/perfume/Rihanna/Reb-l-Fleur-10554.html
Caroline Sabas, Reb'l Fleur Love Always,https://www.fragrantica.com/perfume/Rihanna/Reb-l-Fleur-Love-Always-50534.html
Caroline Sabas, Rebelle,https://www.fragrantica.com/perfume/Rihanna/Rebelle-13442.html
Caroline Sabas, Unforgivable,https://www.fragrantica.com/perfume/Sean-John/Unforgivable-2209.html
Caroline Sabas, Shania Starlight,https://www.fragrantica.com/perfume/Shania-Twain/Shania-Starlight-5505.html
Caroline Sabas, Divina,https://www.fragrantica.com/perfume/Vince-Camuto/Divina-48847.html
Catherine Walsh, Glow,https://www.fragrantica.com/perfume/Jennifer-Lopez/Glow-869.html
